id,user_id,total_amount,created_at,note
51,5517,320000.00,2026-01-23 15:36:25.0,
52,6654,430000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
53,4937,330000.00,2026-01-23 15:36:25.0,
54,5630,380000.00,2026-01-23 15:36:25.0,
55,7877,440000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
56,5594,290000.00,2026-01-23 15:36:25.0,
57,5570,110000.00,2026-01-23 15:36:25.0,
58,3993,420000.00,2026-01-23 15:36:25.0,
59,2314,70000.00,2026-01-23 15:36:25.0,
60,9978,290000.00,2026-01-23 15:36:25.0,
61,4049,330000.00,2026-01-23 15:36:25.0,
62,6710,350000.00,2026-01-23 15:36:25.0,
63,8885,230000.00,2026-01-23 15:36:25.0,
64,8016,70000.00,2026-01-23 15:36:25.0,
65,4064,60000.00,2026-01-23 15:36:25.0,
66,9254,40000.00,2026-01-23 15:36:25.0,
67,6690,320000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
68,9439,30000.00,2026-01-23 15:36:25.0,
69,8681,60000.00,2026-01-23 15:36:25.0,
70,8188,190000.00,2026-01-23 15:36:25.0,
71,5018,150000.00,2026-01-23 15:36:25.0,
72,2792,280000.00,2026-01-23 15:36:25.0,
73,8983,490000.00,2026-01-23 15:36:25.0,
74,4538,500000.00,2026-01-23 15:36:25.0,
75,6280,190000.00,2026-01-23 15:36:25.0,
76,1216,60000.00,2026-01-23 15:36:25.0,
77,7652,350000.00,2026-01-23 15:36:25.0,
78,6164,280000.00,2026-01-23 15:36:25.0,
79,1975,430000.00,2026-01-23 15:36:25.0,
80,632,240000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
81,5355,110000.00,2026-01-23 15:36:25.0,
82,75,490000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
83,9105,170000.00,2026-01-23 15:36:25.0,
84,5331,480000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
85,6374,10000.00,2026-01-23 15:36:25.0,
86,5329,120000.00,2026-01-23 15:36:25.0,
87,9441,400000.00,2026-01-23 15:36:25.0,
88,98,70000.00,2026-01-23 15:36:25.0,
89,465,420000.00,2026-01-23 15:36:25.0,
90,6459,220000.00,2026-01-23 15:36:25.0,
91,736,330000.00,2026-01-23 15:36:25.0,
92,4058,110000.00,2026-01-23 15:36:25.0,
93,5300,360000.00,2026-01-23 15:36:25.0,
94,8105,500000.00,2026-01-23 15:36:25.0,
95,8715,120000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
96,3548,90000.00,2026-01-23 15:36:25.0,
97,8700,240000.00,2026-01-23 15:36:25.0,
98,9951,480000.00,2026-01-23 15:36:25.0,
99,5210,250000.00,2026-01-23 15:36:25.0,
100,6314,480000.00,2026-01-23 15:36:25.0,
101,6561,40000.00,2026-01-23 15:36:25.0,
102,7023,390000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
103,2297,190000.00,2026-01-23 15:36:25.0,
104,4536,210000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
105,8336,300000.00,2026-01-23 15:36:25.0,
106,8283,420000.00,2026-01-23 15:36:25.0,
107,2322,420000.00,2026-01-23 15:36:25.0,
108,2535,480000.00,2026-01-23 15:36:25.0,
109,6290,280000.00,2026-01-23 15:36:25.0,
110,294,200000.00,2026-01-23 15:36:25.0,
111,1711,200000.00,2026-01-23 15:36:25.0,
112,6635,160000.00,2026-01-23 15:36:25.0,
113,4658,310000.00,2026-01-23 15:36:25.0,
114,9747,20000.00,2026-01-23 15:36:25.0,
115,9612,70000.00,2026-01-23 15:36:25.0,
116,245,10000.00,2026-01-23 15:36:25.0,
117,9594,450000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
118,1700,20000.00,2026-01-23 15:36:25.0,
119,2691,260000.00,2026-01-23 15:36:25.0,
120,3721,220000.00,2026-01-23 15:36:25.0,
121,6901,450000.00,2026-01-23 15:36:25.0,
122,6443,500000.00,2026-01-23 15:36:25.0,
123,8973,240000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
124,9048,110000.00,2026-01-23 15:36:25.0,
125,3918,440000.00,2026-01-23 15:36:25.0,
126,4475,240000.00,2026-01-23 15:36:25.0,
127,2246,320000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
128,6262,460000.00,2026-01-23 15:36:25.0,
129,4366,420000.00,2026-01-23 15:36:25.0,
130,3511,170000.00,2026-01-23 15:36:25.0,
131,7816,240000.00,2026-01-23 15:36:25.0,
132,3604,430000.00,2026-01-23 15:36:25.0,
133,8833,490000.00,2026-01-23 15:36:25.0,
134,7760,360000.00,2026-01-23 15:36:25.0,
135,4046,20000.00,2026-01-23 15:36:25.0,
136,4486,240000.00,2026-01-23 15:36:25.0,
137,8928,310000.00,2026-01-23 15:36:25.0,
138,9002,420000.00,2026-01-23 15:36:25.0,
139,4994,90000.00,2026-01-23 15:36:25.0,
140,2509,470000.00,2026-01-23 15:36:25.0,
141,2199,180000.00,2026-01-23 15:36:25.0,
142,9751,410000.00,2026-01-23 15:36:25.0,
143,6622,400000.00,2026-01-23 15:36:25.0,
144,1197,340000.00,2026-01-23 15:36:25.0,
145,7664,90000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
146,8666,90000.00,2026-01-23 15:36:25.0,
147,6686,210000.00,2026-01-23 15:36:25.0,
148,8679,470000.00,2026-01-23 15:36:25.0,
149,8293,20000.00,2026-01-23 15:36:25.0,
150,1524,110000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
151,8811,370000.00,2026-01-23 15:36:25.0,
152,1470,410000.00,2026-01-23 15:36:25.0,
153,113,490000.00,2026-01-23 15:36:25.0,
154,5961,360000.00,2026-01-23 15:36:25.0,
155,7040,360000.00,2026-01-23 15:36:25.0,
156,1989,40000.00,2026-01-23 15:36:25.0,
157,6078,100000.00,2026-01-23 15:36:25.0,
158,9579,460000.00,2026-01-23 15:36:25.0,
159,1800,400000.00,2026-01-23 15:36:25.0,
160,6591,390000.00,2026-01-23 15:36:25.0,
161,7415,390000.00,2026-01-23 15:36:25.0,
162,3469,250000.00,2026-01-23 15:36:25.0,
163,6893,440000.00,2026-01-23 15:36:25.0,
164,6253,50000.00,2026-01-23 15:36:25.0,
165,3782,330000.00,2026-01-23 15:36:25.0,
166,5152,170000.00,2026-01-23 15:36:25.0,
167,9354,310000.00,2026-01-23 15:36:25.0,
168,2978,410000.00,2026-01-23 15:36:25.0,
169,679,170000.00,2026-01-23 15:36:25.0,
170,4808,430000.00,2026-01-23 15:36:25.0,
171,1016,470000.00,2026-01-23 15:36:25.0,
172,1153,380000.00,2026-01-23 15:36:25.0,
173,8210,350000.00,2026-01-23 15:36:25.0,
174,4263,480000.00,2026-01-23 15:36:25.0,
175,867,210000.00,2026-01-23 15:36:25.0,
176,9005,30000.00,2026-01-23 15:36:25.0,
177,3924,500000.00,2026-01-23 15:36:25.0,
178,5375,250000.00,2026-01-23 15:36:25.0,
179,1558,420000.00,2026-01-23 15:36:25.0,
180,1095,470000.00,2026-01-23 15:36:25.0,
181,4134,460000.00,2026-01-23 15:36:25.0,
182,884,360000.00,2026-01-23 15:36:25.0,
183,1786,100000.00,2026-01-23 15:36:25.0,
184,8690,50000.00,2026-01-23 15:36:25.0,
185,1666,90000.00,2026-01-23 15:36:25.0,
186,759,90000.00,2026-01-23 15:36:25.0,
187,7178,300000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
188,1025,190000.00,2026-01-23 15:36:25.0,
189,7348,170000.00,2026-01-23 15:36:25.0,
190,3418,190000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
191,8609,120000.00,2026-01-23 15:36:25.0,
192,454,160000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
193,3910,30000.00,2026-01-23 15:36:25.0,
194,1266,330000.00,2026-01-23 15:36:25.0,
195,1336,30000.00,2026-01-23 15:36:25.0,
196,7284,80000.00,2026-01-23 15:36:25.0,
197,3347,350000.00,2026-01-23 15:36:25.0,
198,5375,50000.00,2026-01-23 15:36:25.0,
199,7740,90000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
200,4637,30000.00,2026-01-23 15:36:25.0,
201,9300,460000.00,2026-01-23 15:36:25.0,
202,6021,200000.00,2026-01-23 15:36:25.0,
203,4261,190000.00,2026-01-23 15:36:25.0,
204,7188,190000.00,2026-01-23 15:36:25.0,
205,6004,480000.00,2026-01-23 15:36:25.0,
206,4757,160000.00,2026-01-23 15:36:25.0,
207,2447,430000.00,2026-01-23 15:36:25.0,
208,6075,480000.00,2026-01-23 15:36:25.0,
209,4863,280000.00,2026-01-23 15:36:25.0,
210,6691,320000.00,2026-01-23 15:36:25.0,
211,1364,350000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
212,5525,110000.00,2026-01-23 15:36:25.0,
213,3645,460000.00,2026-01-23 15:36:25.0,
214,9410,100000.00,2026-01-23 15:36:25.0,
215,15,60000.00,2026-01-23 15:36:25.0,
216,4500,310000.00,2026-01-23 15:36:25.0,
217,6619,290000.00,2026-01-23 15:36:25.0,
218,3618,50000.00,2026-01-23 15:36:25.0,
219,5466,360000.00,2026-01-23 15:36:25.0,
220,8843,400000.00,2026-01-23 15:36:25.0,
221,1602,60000.00,2026-01-23 15:36:25.0,
222,2968,360000.00,2026-01-23 15:36:25.0,
223,3488,170000.00,2026-01-23 15:36:25.0,
224,3644,410000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
225,8540,400000.00,2026-01-23 15:36:25.0,
226,629,470000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
227,2634,310000.00,2026-01-23 15:36:25.0,
228,1242,200000.00,2026-01-23 15:36:25.0,
229,6613,490000.00,2026-01-23 15:36:25.0,
230,5820,270000.00,2026-01-23 15:36:25.0,
231,7124,410000.00,2026-01-23 15:36:25.0,
232,2759,60000.00,2026-01-23 15:36:25.0,
233,5207,160000.00,2026-01-23 15:36:25.0,
234,367,260000.00,2026-01-23 15:36:25.0,
235,7241,460000.00,2026-01-23 15:36:25.0,
236,8773,310000.00,2026-01-23 15:36:25.0,
237,7725,450000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
238,322,440000.00,2026-01-23 15:36:25.0,
239,1985,10000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
240,7656,230000.00,2026-01-23 15:36:25.0,
241,9040,400000.00,2026-01-23 15:36:25.0,
242,7494,200000.00,2026-01-23 15:36:25.0,
243,761,130000.00,2026-01-23 15:36:25.0,
244,1826,420000.00,2026-01-23 15:36:25.0,
245,2667,390000.00,2026-01-23 15:36:25.0,
246,8318,390000.00,2026-01-23 15:36:25.0,
247,4283,170000.00,2026-01-23 15:36:25.0,
248,6053,380000.00,2026-01-23 15:36:25.0,
249,5001,210000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
250,9692,70000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
251,1553,250000.00,2026-01-23 15:36:25.0,
252,4228,390000.00,2026-01-23 15:36:25.0,
253,8037,360000.00,2026-01-23 15:36:25.0,
254,3732,210000.00,2026-01-23 15:36:25.0,
255,213,170000.00,2026-01-23 15:36:25.0,
256,6080,150000.00,2026-01-23 15:36:25.0,
257,5289,10000.00,2026-01-23 15:36:25.0,
258,2775,70000.00,2026-01-23 15:36:25.0,
259,130,370000.00,2026-01-23 15:36:25.0,
260,2094,20000.00,2026-01-23 15:36:25.0,
261,4959,340000.00,2026-01-23 15:36:25.0,
262,3943,490000.00,2026-01-23 15:36:25.0,
263,7203,500000.00,2026-01-23 15:36:25.0,
264,3567,470000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
265,3249,60000.00,2026-01-23 15:36:25.0,
266,73,340000.00,2026-01-23 15:36:25.0,
267,1907,110000.00,2026-01-23 15:36:25.0,
268,1413,480000.00,2026-01-23 15:36:25.0,
269,9355,310000.00,2026-01-23 15:36:25.0,
270,6237,220000.00,2026-01-23 15:36:25.0,
271,698,180000.00,2026-01-23 15:36:25.0,
272,5316,170000.00,2026-01-23 15:36:25.0,
273,2823,360000.00,2026-01-23 15:36:25.0,
274,3223,340000.00,2026-01-23 15:36:25.0,
275,6245,460000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
276,5117,240000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
277,5136,380000.00,2026-01-23 15:36:25.0,
278,4665,370000.00,2026-01-23 15:36:25.0,
279,1133,380000.00,2026-01-23 15:36:25.0,
280,2916,10000.00,2026-01-23 15:36:25.0,
281,4383,160000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
282,6165,290000.00,2026-01-23 15:36:25.0,
283,6622,200000.00,2026-01-23 15:36:25.0,
284,4555,110000.00,2026-01-23 15:36:25.0,
285,2799,400000.00,2026-01-23 15:36:25.0,
286,5886,250000.00,2026-01-23 15:36:25.0,
287,1729,450000.00,2026-01-23 15:36:25.0,
288,7955,50000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
289,812,310000.00,2026-01-23 15:36:25.0,
290,1607,200000.00,2026-01-23 15:36:25.0,
291,5345,160000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
292,8561,320000.00,2026-01-23 15:36:25.0,
293,7310,310000.00,2026-01-23 15:36:25.0,
294,706,270000.00,2026-01-23 15:36:25.0,
295,4713,390000.00,2026-01-23 15:36:25.0,
296,3301,160000.00,2026-01-23 15:36:25.0,
297,5266,100000.00,2026-01-23 15:36:25.0,
298,4353,190000.00,2026-01-23 15:36:25.0,
299,4787,350000.00,2026-01-23 15:36:25.0,
300,6803,130000.00,2026-01-23 15:36:25.0,
301,5985,40000.00,2026-01-23 15:36:25.0,
302,7287,380000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
303,9305,210000.00,2026-01-23 15:36:25.0,
304,3086,280000.00,2026-01-23 15:36:25.0,
305,1061,200000.00,2026-01-23 15:36:25.0,
306,8726,80000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
307,9527,270000.00,2026-01-23 15:36:25.0,
308,8279,60000.00,2026-01-23 15:36:25.0,
309,4699,460000.00,2026-01-23 15:36:25.0,
310,5730,270000.00,2026-01-23 15:36:25.0,
311,838,190000.00,2026-01-23 15:36:25.0,
312,8626,220000.00,2026-01-23 15:36:25.0,
313,4187,410000.00,2026-01-23 15:36:25.0,
314,7580,220000.00,2026-01-23 15:36:25.0,
315,5010,20000.00,2026-01-23 15:36:25.0,
316,2880,230000.00,2026-01-23 15:36:25.0,
317,2352,10000.00,2026-01-23 15:36:25.0,
318,423,100000.00,2026-01-23 15:36:25.0,
319,6228,50000.00,2026-01-23 15:36:25.0,
320,3173,360000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
321,2405,450000.00,2026-01-23 15:36:25.0,
322,8102,60000.00,2026-01-23 15:36:25.0,
323,2647,250000.00,2026-01-23 15:36:25.0,
324,6482,60000.00,2026-01-23 15:36:25.0,
325,8117,330000.00,2026-01-23 15:36:25.0,
326,4826,280000.00,2026-01-23 15:36:25.0,
327,453,40000.00,2026-01-23 15:36:25.0,
328,3418,320000.00,2026-01-23 15:36:25.0,
329,8873,240000.00,2026-01-23 15:36:25.0,
330,3671,40000.00,2026-01-23 15:36:25.0,
331,5898,330000.00,2026-01-23 15:36:25.0,
332,4512,320000.00,2026-01-23 15:36:25.0,
333,1533,70000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
334,383,90000.00,2026-01-23 15:36:25.0,
335,6815,430000.00,2026-01-23 15:36:25.0,
336,1719,70000.00,2026-01-23 15:36:25.0,
337,8698,150000.00,2026-01-23 15:36:25.0,
338,8052,40000.00,2026-01-23 15:36:25.0,
339,5504,360000.00,2026-01-23 15:36:25.0,
340,7152,30000.00,2026-01-23 15:36:25.0,
341,5388,220000.00,2026-01-23 15:36:25.0,
342,9626,170000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
343,1718,450000.00,2026-01-23 15:36:25.0,
344,478,370000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
345,2717,110000.00,2026-01-23 15:36:25.0,
346,98,390000.00,2026-01-23 15:36:25.0,
347,3932,350000.00,2026-01-23 15:36:25.0,
348,3140,420000.00,2026-01-23 15:36:25.0,
349,7799,120000.00,2026-01-23 15:36:25.0,
350,1647,310000.00,2026-01-23 15:36:25.0,
351,1469,30000.00,2026-01-23 15:36:25.0,
352,8196,350000.00,2026-01-23 15:36:25.0,
353,3269,350000.00,2026-01-23 15:36:25.0,
354,915,330000.00,2026-01-23 15:36:25.0,
355,9922,360000.00,2026-01-23 15:36:25.0,
356,1441,230000.00,2026-01-23 15:36:25.0,
357,4369,470000.00,2026-01-23 15:36:25.0,
358,7169,380000.00,2026-01-23 15:36:25.0,
359,4552,20000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
360,7678,400000.00,2026-01-23 15:36:25.0,
361,3670,30000.00,2026-01-23 15:36:25.0,
362,1420,420000.00,2026-01-23 15:36:25.0,
363,5767,320000.00,2026-01-23 15:36:25.0,
364,8940,160000.00,2026-01-23 15:36:25.0,
365,7663,60000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
366,6934,260000.00,2026-01-23 15:36:25.0,
367,379,450000.00,2026-01-23 15:36:25.0,
368,6718,480000.00,2026-01-23 15:36:25.0,
369,7797,370000.00,2026-01-23 15:36:25.0,
370,3297,70000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
371,3871,40000.00,2026-01-23 15:36:25.0,
372,4919,180000.00,2026-01-23 15:36:25.0,
373,3236,460000.00,2026-01-23 15:36:25.0,
374,2384,470000.00,2026-01-23 15:36:25.0,
375,4460,350000.00,2026-01-23 15:36:25.0,
376,8377,410000.00,2026-01-23 15:36:25.0,
377,4182,160000.00,2026-01-23 15:36:25.0,
378,4934,450000.00,2026-01-23 15:36:25.0,
379,6045,220000.00,2026-01-23 15:36:25.0,
380,5351,390000.00,2026-01-23 15:36:25.0,
381,3797,340000.00,2026-01-23 15:36:25.0,
382,6020,420000.00,2026-01-23 15:36:25.0,
383,6396,420000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
384,4547,150000.00,2026-01-23 15:36:25.0,
385,8587,390000.00,2026-01-23 15:36:25.0,
386,7119,80000.00,2026-01-23 15:36:25.0,
387,6549,60000.00,2026-01-23 15:36:25.0,
388,5727,240000.00,2026-01-23 15:36:25.0,
389,9924,40000.00,2026-01-23 15:36:25.0,
390,9591,390000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
391,5249,130000.00,2026-01-23 15:36:25.0,
392,2752,410000.00,2026-01-23 15:36:25.0,
393,970,210000.00,2026-01-23 15:36:25.0,
394,4527,120000.00,2026-01-23 15:36:25.0,
395,3403,290000.00,2026-01-23 15:36:25.0,
396,1813,60000.00,2026-01-23 15:36:25.0,
397,808,440000.00,2026-01-23 15:36:25.0,
398,5467,340000.00,2026-01-23 15:36:25.0,
399,1374,210000.00,2026-01-23 15:36:25.0,
400,6243,320000.00,2026-01-23 15:36:25.0,
401,4567,480000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
402,748,20000.00,2026-01-23 15:36:25.0,
403,9796,300000.00,2026-01-23 15:36:25.0,
404,6364,20000.00,2026-01-23 15:36:25.0,
405,9651,270000.00,2026-01-23 15:36:25.0,
406,4101,240000.00,2026-01-23 15:36:25.0,
407,88,200000.00,2026-01-23 15:36:25.0,
408,7330,400000.00,2026-01-23 15:36:25.0,
409,4901,220000.00,2026-01-23 15:36:25.0,
410,7208,420000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
411,9172,250000.00,2026-01-23 15:36:25.0,
412,3640,70000.00,2026-01-23 15:36:25.0,
413,985,200000.00,2026-01-23 15:36:25.0,
414,9257,200000.00,2026-01-23 15:36:25.0,
415,1810,20000.00,2026-01-23 15:36:25.0,
416,1296,130000.00,2026-01-23 15:36:25.0,
417,792,500000.00,2026-01-23 15:36:25.0,
418,3753,110000.00,2026-01-23 15:36:25.0,
419,5006,410000.00,2026-01-23 15:36:25.0,
420,5420,300000.00,2026-01-23 15:36:25.0,
421,3470,240000.00,2026-01-23 15:36:25.0,
422,6491,460000.00,2026-01-23 15:36:25.0,
423,2401,500000.00,2026-01-23 15:36:25.0,
424,9904,330000.00,2026-01-23 15:36:25.0,
425,1765,370000.00,2026-01-23 15:36:25.0,
426,7841,30000.00,2026-01-23 15:36:25.0,
427,614,150000.00,2026-01-23 15:36:25.0,
428,3870,290000.00,2026-01-23 15:36:25.0,
429,5543,90000.00,2026-01-23 15:36:25.0,
430,1295,260000.00,2026-01-23 15:36:25.0,
431,7015,230000.00,2026-01-23 15:36:25.0,
432,4551,30000.00,2026-01-23 15:36:25.0,
433,5567,270000.00,2026-01-23 15:36:25.0,
434,677,300000.00,2026-01-23 15:36:25.0,
435,3648,390000.00,2026-01-23 15:36:25.0,
436,368,200000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
437,6679,290000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
438,7784,150000.00,2026-01-23 15:36:25.0,
439,9691,400000.00,2026-01-23 15:36:25.0,
440,890,260000.00,2026-01-23 15:36:25.0,
441,5739,360000.00,2026-01-23 15:36:25.0,
442,4794,150000.00,2026-01-23 15:36:25.0,
443,3329,270000.00,2026-01-23 15:36:25.0,
444,9559,230000.00,2026-01-23 15:36:25.0,
445,8547,210000.00,2026-01-23 15:36:25.0,
446,4220,130000.00,2026-01-23 15:36:25.0,
447,8335,470000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
448,1211,340000.00,2026-01-23 15:36:25.0,
449,7532,310000.00,2026-01-23 15:36:25.0,
450,4914,430000.00,2026-01-23 15:36:25.0,
451,9661,40000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
452,9239,300000.00,2026-01-23 15:36:25.0,
453,9198,320000.00,2026-01-23 15:36:25.0,
454,5549,100000.00,2026-01-23 15:36:25.0,
455,6263,300000.00,2026-01-23 15:36:25.0,
456,1951,50000.00,2026-01-23 15:36:25.0,
457,4694,110000.00,2026-01-23 15:36:25.0,
458,1090,60000.00,2026-01-23 15:36:25.0,
459,9031,310000.00,2026-01-23 15:36:25.0,
460,4516,290000.00,2026-01-23 15:36:25.0,
461,4445,440000.00,2026-01-23 15:36:00.0,Format Cu (23/01/2026 15:36) -> Fix: Chuan SQL
462,8193,370000.00,2026-01-23 15:36:25.0,
463,1031,180000.00,2026-01-23 15:36:25.0,
464,7194,200000.00,2026-01-23 15:36:25.0,
465,2846,300000.00,2026-01-23 15:36:25.0,
466,5245,120000.00,2026-01-23 15:36:25.0,
467,7203,40000.00,2026-01-23 15:36:25.0,
468,4290,80000.00,2026-01-23 15:36:25.0,
469,3091,210000.00,2026-01-23 15:36:25.0,
470,8202,330000.00,2026-01-23 15:36:25.0,
471,6980,250000.00,2026-01-23 15:36:25.0,
472,6352,260000.00,2026-01-23 15:36:25.0,
473,3719,270000.00,2026-01-23 15:36:25.0,
474,9049,220000.00,2026-01-23 15:36:25.0,
475,582,440000.00,2026-01-23 15:36:25.0,
476,3765,180000.00,2026-01-23 15:36:25.0,
