PROD_ID,PROD_NAME,PRICE_RAW,STOCK_QTY,IMPORT_DATE,STATUS,NOTE
1056,Op lung Nokia 56,1577920,178,2023-1-24,Unknown,
1057,Tai nghe Oppo 57,6226062,362,2023-2-27,Unknown,
1058,Dien thoai Nokia 58,7839976,152,2023-8-5,Refurbished,
1059,Tai nghe Sony 59,2811657,375,2023-4-13,Old,
1060,Sac du phong Apple 60,1752160,185,2023-10-4,Refurbished,
1061,Sac du phong Oppo 61,270797,460,2023-7-18,Unknown,
1062,May tinh bang LG 62,8254881,260,2023-5-4,Refurbished,
1063,Op lung Apple 63,1026273,348,2023-10-13,Unknown,
1064,Op lung Oppo 64,455.108k,282,2023-11-26,Old,ERR_PRICE
1065,May tinh bang Xiaomi 65,626196,5,2023-12-1,Old,
1066,Op lung Xiaomi 66,8817183,155,2023-2-10,Old,
1067,Dien thoai Samsung 67,4362190,186,2023-2-28,New,
1068,Op lung Sony 68,706285,211,2023-11-18,New,
1069,Dien thoai LG 69,3635411,273,2023-9-9,Old,
1070,Tai nghe Samsung 70,1559970,88,2023-1-12,Unknown,
1071,#N/A Error,1668228,435,2023-3-16,Unknown,
1072,Op lung LG 72,3332065,384,2023-8-7,Refurbished,
1073,Op lung Sony 73,6931.959k,419,2023-1-8,Refurbished,ERR_PRICE
1074,Op lung LG 74,2443155,106,2023-1-17,Refurbished,
1075,Op lung Samsung 75,6142893,245,2023-6-12,New,
1076,Tai nghe Oppo 76,2798028,17,2023-4-12,Old,
1077,Op lung LG 77,414970,365,2023-2-18,Old,
1078,Sac du phong Sony 78,5262749,399,2023-12-6,Unknown,
1079,May tinh bang LG 79,8302453,410,2023-4-20,New,
1080,Sac du phong Samsung 80,8287386,290,2023-1-2,Old,
1081,,3630271,31,2023-5-11,Old,ERR_NULL
1082,Dien thoai Sony 82,134422,271,2023-2-10,New,
1083,Sac du phong Nokia 83,800170,256,2023-8-8,Old,
1084,Dien thoai Oppo 84,2300571,153,2023-1-20,Refurbished,
1085,Sac du phong Oppo 85,2464170,453,2023-3-22,Refurbished,
1086,Tai nghe Samsung 86,2387882,394,2023-5-3,Unknown,
1087,,1088129,473,2023-5-4,Old,ERR_NULL
1088,May tinh bang Sony 88,4153138,392,2023-12-20,Refurbished,
1089,May tinh bang Samsung 89,7610210,248,2023-7-4,Refurbished,
1090,Op lung Sony 90,2048907,81,2023-3-5,Unknown,
1091,May tinh bang Sony 91,4234556,272,2023-12-1,New,
1092,Op lung Samsung 92,3109295,421,2023-12-17,New,
1093,Sac du phong LG 93,5465225,448,2023-5-11,Refurbished,
1093,Dien thoai Oppo 94,3616022,490,2023-12-27,Unknown,ERR_DUP_ID
1095,Sac du phong Sony 95,3616252,285,2023-11-3,Old,
1096,May tinh bang Samsung 96,5148843,396,2023-7-13,Unknown,
1097,Op lung Apple 97,6285785,84,2023-8-10,Refurbished,
1098,May tinh bang Nokia 98,8923282,164,2023-8-13,Old,
1099,Dien thoai Apple 99,6961.152k,303,2023-12-19,New,ERR_PRICE
1100,Tai nghe Nokia 100,2816345,267,2023-2-20,Unknown,
1101,May tinh bang LG 101,5684821,290,2023-7-23,Refurbished,
1102,Tai nghe LG 102,7527175,2,2023-9-16,New,
1103,#N/A Error,5510529,127,2023-12-3,Old,
1104,Sac du phong Xiaomi 104,339273,136,2023-6-14,Unknown,
1105,Tai nghe Oppo 105,2987685,329,2023-7-13,Refurbished,
1106,Tai nghe Oppo 106,7611388,359,2023-4-8,Old,
1107,Dien thoai Oppo 107,8816539,95,2023-5-17,Refurbished,
1108,Op lung Xiaomi 108,5118275,89,2023-6-20,New,
1109,Dien thoai Sony 109,1424742,109,2023-6-6,New,
1110,#N/A Error,845800,204,2023-12-27,Old,
1111,Dien thoai Samsung 111,8239263,492,2023-6-26,Refurbished,
1112,May tinh bang Samsung 112,4562874,494,2023-1-8,Old,
1112,Op lung Xiaomi 113,5899084,402,2023-4-5,New,ERR_DUP_ID
1114,May tinh bang Oppo 114,6230015,429,2023-10-13,Unknown,
1115,Dien thoai Sony 115,8275148,256,2023-1-25,Refurbished,
1116,Op lung Nokia 116,5273141,340,2023-5-10,Unknown,
1117,May tinh bang Apple 117,1128178,32,2023-12-3,Unknown,
1118,Tai nghe LG 118,484862,442,2023-6-2,New,
1119,#N/A Error,4827348,153,2023-12-15,Old,
1120,Sac du phong LG 120,7462994,278,2023-9-24,Refurbished,
1121,May tinh bang Nokia 121,4486418,103,2023-9-10,Unknown,
1122,May tinh bang Xiaomi 122,7817139,121,2023-3-24,Unknown,
1123,Op lung Apple 123,5830536,302,2023-2-6,Unknown,
1124,Tai nghe Samsung 124,7660668,48,2023-1-12,New,
1125,Dien thoai Nokia 125,3834899,266,2023-9-24,Refurbished,
1126,Tai nghe Sony 126,5431342,Out of Stock,2023-7-9,Old,ERR_STOCK
1127,Sac du phong Apple 127,1998169,372,2023-8-17,Unknown,
1128,Tai nghe LG 128,1751300,241,2023-2-3,Old,
1129,Tai nghe Samsung 129,5440258,86,2023-12-6,Unknown,
1130,Op lung Oppo 130,4349969,Out of Stock,2023-1-16,Refurbished,ERR_STOCK
1131,Dien thoai Apple 131,1511035,22,2023-9-27,New,
1132,Dien thoai LG 132,7867179,49,2023-4-26,Refurbished,
1133,May tinh bang Oppo 133,6066687,454,2023-5-27,Refurbished,
1134,Dien thoai LG 134,2267328,217,2023-5-1,New,
1135,Op lung Nokia 135,2761630,119,2023-2-7,Unknown,
1136,Tai nghe Xiaomi 136,3315254,59,2023-10-12,Unknown,
1137,Sac du phong Samsung 137,2693.39k,60,2023-9-2,Refurbished,ERR_PRICE
1138,Dien thoai Xiaomi 138,7025481,296,2023-11-25,New,
1139,Tai nghe Apple 139,5819284,98,2023-3-28,Unknown,
1139,Sac du phong Nokia 140,7546151,288,2023-3-18,Unknown,ERR_DUP_ID
1141,Op lung Sony 141,3056699,287,2023-5-27,New,
1142,Sac du phong Oppo 142,4975779,88,2023-11-4,Refurbished,
1143,,2511656,7,2023-6-24,New,ERR_NULL
1144,May tinh bang Apple 144,4542603,426,2023-8-25,Old,
1145,Dien thoai Xiaomi 145,5425692,87,2023-2-13,Unknown,
1145,Op lung Xiaomi 146,2786192,10,2023-8-23,Unknown,ERR_DUP_ID
1147,Tai nghe Apple 147,207977,366,2023-3-1,New,
1148,Dien thoai Oppo 148,1472110,315,2023-2-6,New,
1149,Op lung Oppo 149,4627190,293,2023-8-13,New,
1150,May tinh bang LG 150,5295127,156,2023-11-26,Old,
1150,May tinh bang Xiaomi 151,6493424,166,2023-8-1,New,ERR_DUP_ID
1152,Dien thoai Apple 152,6748301,218,2023-9-11,Unknown,
1153,Sac du phong Xiaomi 153,3600555,64,2023-11-3,New,
1154,May tinh bang LG 154,903885,320,2023-7-1,Unknown,
1155,May tinh bang Oppo 155,5969848,412,2023-10-1,Unknown,
1156,May tinh bang Nokia 156,6050039,474,2023-6-1,Old,
1157,Tai nghe Apple 157,3931538,498,2023-4-12,Refurbished,
1158,Op lung Xiaomi 158,2535383,232,2023-8-9,New,
1159,Dien thoai Apple 159,7185620,360,2023-3-12,Old,
1160,Dien thoai Apple 160,2132954,263,2023-8-1,Old,
1161,Op lung Samsung 161,8169468,36,2023-3-5,Old,
1162,May tinh bang LG 162,4184589,218,13/20/2023,Old,ERR_DATE
1163,,6451066,300,2023-3-16,Unknown,ERR_NULL
1164,Op lung Nokia 164,6246099,86,2023-10-23,Unknown,
1165,Sac du phong Samsung 165,6008581,87,2023-12-17,Unknown,
1166,Tai nghe Oppo 166,7070281,21,2023-7-27,Old,
1167,Dien thoai Samsung 167,5985608,83,2023-2-24,Refurbished,
1168,Sac du phong Sony 168,8917.821k,450,2023-4-3,Old,ERR_PRICE
1169,,2093538,359,2023-5-9,Refurbished,ERR_NULL
1170,Dien thoai Apple 170,8636243,50,13/20/2023,Old,ERR_DATE
1171,Op lung Nokia 171,7867169,155,2023-1-17,Old,
1172,Dien thoai Nokia 172,2560793,243,2023-3-15,Refurbished,
1173,Dien thoai Sony 173,7139.723k,343,2023-4-20,Unknown,ERR_PRICE
1174,Dien thoai Apple 174,1644842,254,13/20/2023,Unknown,ERR_DATE
1175,May tinh bang Samsung 175,1180610,204,2023-11-9,Unknown,
1176,,6383766,76,2023-1-2,New,ERR_NULL
1177,May tinh bang Sony 177,8377573,33,2023-8-26,New,
1178,Op lung Nokia 178,1562978,326,2023-12-26,Old,
1179,Op lung Sony 179,2904580,49,2023-12-18,Refurbished,
1180,May tinh bang Sony 180,3066203,241,2023-6-23,New,
1181,Dien thoai LG 181,3319.888k,73,2023-1-11,Unknown,ERR_PRICE
1182,Sac du phong Oppo 182,7121372,341,2023-12-27,Refurbished,
1183,Tai nghe LG 183,2521399,391,13/20/2023,New,ERR_DATE
1184,May tinh bang Apple 184,3336180,47,2023-8-26,New,
1185,Tai nghe Samsung 185,4385714,115,2023-9-5,Old,
1186,Op lung Oppo 186,5861603,160,2023-3-24,Old,
1187,Tai nghe Oppo 187,7124182,237,2023-10-14,Refurbished,
1188,Op lung Apple 188,8741059,344,2023-5-15,Unknown,
1189,May tinh bang Xiaomi 189,2912139,66,2023-3-1,Old,
1190,Sac du phong Xiaomi 190,4593338,178,2023-1-3,New,
1191,Op lung Sony 191,7881287,250,2023-12-22,Unknown,
1192,,5716752,93,2023-5-18,Old,ERR_NULL
1193,Dien thoai Nokia 193,8651390,349,2023-1-5,Old,
1194,Sac du phong Oppo 194,6115299,15,2023-12-25,New,
1195,Tai nghe Samsung 195,306818,87,2023-4-20,Old,
1196,Op lung Samsung 196,550799,255,2023-9-19,Refurbished,
1197,Op lung LG 197,1894175,112,2023-2-12,Unknown,
1198,May tinh bang LG 198,1778729,211,2023-6-21,Old,
1199,Dien thoai Sony 199,3259721,162,2023-12-12,Old,
1200,Sac du phong Sony 200,7401592,118,2023-12-6,New,
1201,Op lung Xiaomi 201,4050132,20,2023-3-14,Refurbished,
1202,Dien thoai Sony 202,5688734,145,2023-6-12,New,
1203,May tinh bang Sony 203,1672566,492,2023-2-4,Old,
1204,#N/A Error,3707361,72,2023-10-27,Refurbished,
1205,May tinh bang Oppo 205,326072,331,2023-2-11,New,
1206,May tinh bang Sony 206,2873804,350,2023-11-24,Old,
1207,Sac du phong Sony 207,389883,486,2023-5-2,Old,
1208,May tinh bang Nokia 208,7671569,29,2023-1-16,Old,
1209,May tinh bang Oppo 209,4070996,40,2023-1-7,Unknown,
1210,May tinh bang Sony 210,6744453,288,13/20/2023,Old,ERR_DATE
1210,Sac du phong Sony 211,2216505,194,2023-2-25,Unknown,ERR_DUP_ID
1212,Tai nghe Apple 212,1893360,264,2023-5-3,Unknown,
1213,Tai nghe Apple 213,6108745,267,2023-5-11,Old,
1214,Sac du phong Samsung 214,3797687,418,2023-1-24,Unknown,
1215,Sac du phong Nokia 215,8602348,496,2023-5-16,Refurbished,
1216,Tai nghe Nokia 216,719973,190,2023-2-1,Old,
1217,Op lung Apple 217,147241,273,2023-12-4,Refurbished,
1218,May tinh bang LG 218,4737929,436,2023-4-5,New,
1219,May tinh bang LG 219,1232735,103,2023-9-1,Unknown,
1220,Sac du phong Apple 220,2433041,52,2023-9-6,New,
1221,Op lung Apple 221,8472972,358,2023-6-26,Unknown,
1222,Sac du phong Samsung 222,6216459,240,2023-11-12,Old,
1223,Dien thoai Xiaomi 223,582543,353,2023-10-13,Refurbished,
1224,Op lung LG 224,4949030,Out of Stock,2023-9-28,New,ERR_STOCK
1225,Dien thoai Oppo 225,3313383,390,2023-9-19,New,
1226,Sac du phong Samsung 226,4250422,481,2023-9-10,New,
1227,May tinh bang Samsung 227,8697443,471,2023-4-6,New,
1228,May tinh bang Apple 228,2773642,102,2023-9-6,Unknown,
1229,Dien thoai Apple 229,1200970,254,2023-1-10,Refurbished,
1230,Sac du phong LG 230,1169924,416,2023-7-20,Refurbished,
1231,Op lung Apple 231,7383001,70,2023-1-15,New,
1232,Op lung Oppo 232,8709550,19,2023-9-17,New,
1233,Op lung Apple 233,4204523,405,2023-9-19,Refurbished,
1234,#N/A Error,5048183,254,2023-8-25,Old,
1235,Op lung Oppo 235,2012570,304,2023-7-4,Unknown,
1236,Op lung Xiaomi 236,5990593,329,2023-9-28,Old,
1237,Tai nghe Xiaomi 237,5759899,405,2023-4-12,Old,
1238,Op lung Nokia 238,3629621,17,2023-4-20,Old,
1239,Tai nghe Oppo 239,4861942,456,2023-3-6,Old,
1240,Dien thoai Sony 240,577057,361,2023-8-12,Refurbished,
1241,Dien thoai Samsung 241,1878799,431,2023-7-17,Old,
1242,Sac du phong Apple 242,6292.855k,168,2023-1-20,Refurbished,ERR_PRICE
1243,Op lung Apple 243,6502433,489,2023-7-21,New,
1244,Dien thoai Sony 244,1896918,55,2023-9-24,New,
1245,Sac du phong Sony 245,1153130,217,2023-12-7,New,
1246,May tinh bang Apple 246,3990842,331,2023-7-6,New,
1247,Op lung LG 247,153906,202,13/20/2023,Refurbished,ERR_DATE
1248,Tai nghe Xiaomi 248,2052154,Out of Stock,2023-12-3,New,ERR_STOCK
1248,Sac du phong Apple 249,6817740,453,2023-8-9,New,ERR_DUP_ID
1250,Op lung Nokia 250,8290963,9,2023-4-2,Refurbished,
1251,Dien thoai Nokia 251,8232430,Out of Stock,2023-3-19,Unknown,ERR_STOCK
1252,Sac du phong Xiaomi 252,2913386,466,2023-2-20,Refurbished,
1253,Sac du phong Apple 253,7759172,359,2023-1-7,Old,
1253,Sac du phong Apple 254,1228569,439,2023-8-23,Refurbished,ERR_DUP_ID
1255,Tai nghe Sony 255,2117897,465,2023-5-18,New,
1256,Tai nghe Xiaomi 256,8589057,43,2023-8-16,Old,
1257,Op lung Sony 257,3759677,278,2023-9-26,Unknown,
1258,Tai nghe Oppo 258,4147305,377,2023-1-10,Refurbished,
1258,Sac du phong Apple 259,7302072,285,2023-3-25,New,ERR_DUP_ID
1259,Tai nghe Nokia 260,5735963,318,2023-2-5,Old,ERR_DUP_ID
1261,Sac du phong Oppo 261,822334,286,2023-10-14,Old,
1262,Op lung Apple 262,8784982,188,2023-2-11,Old,
1263,Tai nghe Apple 263,2897901,63,2023-4-2,Refurbished,
1264,Dien thoai LG 264,465808,292,2023-6-14,New,
1265,Tai nghe Samsung 265,7817316,248,2023-4-16,New,
1266,May tinh bang LG 266,1659945,151,2023-12-1,New,
1267,Op lung Apple 267,2553975,262,2023-12-9,Old,
1268,,3994753,331,2023-9-9,Unknown,ERR_NULL
1269,May tinh bang Xiaomi 269,8363465,451,2023-5-4,Old,
1270,Op lung LG 270,7436392,432,2023-2-25,Unknown,
1271,May tinh bang Sony 271,8266673,292,2023-1-4,Refurbished,
1272,Dien thoai Sony 272,6814691,88,2023-10-4,New,
1273,May tinh bang LG 273,1310739,457,2023-10-8,Refurbished,
1273,Op lung Oppo 274,5109540,211,2023-12-21,Old,ERR_DUP_ID
1275,Tai nghe Oppo 275,4012585,470,2023-3-16,New,
1276,Tai nghe Samsung 276,4428569,Out of Stock,2023-5-13,Old,ERR_STOCK
1277,May tinh bang Sony 277,1551580,414,2023-7-20,Old,
1278,Op lung LG 278,753021,354,2023-9-1,Unknown,
1279,Sac du phong Sony 279,1720536,258,2023-10-10,Refurbished,
1280,Op lung Sony 280,5711821,438,2023-10-22,Refurbished,
1281,Tai nghe Xiaomi 281,1588254,332,2023-7-13,Old,
1282,Sac du phong Nokia 282,8060271,236,2023-12-3,Refurbished,
1283,Dien thoai Sony 283,7314820,290,2023-5-23,New,
1284,Dien thoai LG 284,1891589,261,2023-12-6,Unknown,
1285,May tinh bang Apple 285,863292,244,2023-5-15,Refurbished,
1286,Sac du phong Xiaomi 286,7824212,334,2023-3-26,Old,
1287,Op lung Oppo 287,3306652,339,2023-12-15,Refurbished,
1288,Sac du phong Sony 288,8431362,442,13/20/2023,Refurbished,ERR_DATE
1289,Tai nghe Oppo 289,761786,401,2023-10-15,Unknown,
1290,Dien thoai LG 290,3082799,111,2023-4-18,Unknown,
1291,Dien thoai LG 291,1277944,114,2023-2-14,Refurbished,
1292,Sac du phong Sony 292,6229852,480,2023-9-11,Old,
1293,May tinh bang Sony 293,321503,268,2023-5-8,Old,
1294,Op lung LG 294,3234172,169,2023-6-26,Refurbished,
1295,#N/A Error,8616681,262,2023-11-7,Unknown,
1296,Tai nghe Apple 296,7398510,284,2023-11-18,Refurbished,
1297,Sac du phong Nokia 297,5091477,284,2023-2-3,Unknown,
1298,,3716605,30,2023-7-7,Unknown,ERR_NULL
1299,Op lung Sony 299,6800514,433,2023-7-12,Unknown,
1300,May tinh bang Samsung 300,7296914,465,2023-3-8,Old,
1301,Tai nghe Xiaomi 301,2879833,470,2023-2-8,New,
1302,May tinh bang Nokia 302,1838852,36,2023-2-11,Old,
1303,May tinh bang Nokia 303,8161225,345,2023-6-26,New,
1304,Sac du phong Xiaomi 304,1063273,158,2023-12-24,Refurbished,
1305,May tinh bang Xiaomi 305,2363375,162,13/20/2023,New,ERR_DATE
1306,May tinh bang Samsung 306,3422686,102,2023-4-22,New,
1307,Op lung Samsung 307,616587,343,2023-1-3,Unknown,
1308,Dien thoai Apple 308,531502,468,2023-2-23,Refurbished,
1309,Dien thoai Samsung 309,4756298,Out of Stock,2023-7-22,New,ERR_STOCK
1310,May tinh bang Nokia 310,4160180,383,2023-12-5,New,
1311,Dien thoai Apple 311,7746908,320,2023-7-10,New,
1312,#N/A Error,959013,69,2023-7-8,New,
1312,Dien thoai Samsung 313,914738,384,2023-3-14,Old,ERR_DUP_ID
1314,Tai nghe Apple 314,5175177,80,2023-3-5,Refurbished,
1315,Op lung LG 315,5392398,356,2023-4-14,Unknown,
1316,Tai nghe Xiaomi 316,5216984,264,2023-10-2,Unknown,
1317,Op lung Apple 317,5430087,256,2023-3-25,New,
1318,Dien thoai Nokia 318,2356388,Out of Stock,2023-3-26,Old,ERR_STOCK
1319,Op lung LG 319,7212966,403,2023-12-4,Refurbished,
1320,Dien thoai Apple 320,3355385,111,2023-5-16,Unknown,
1321,Dien thoai Oppo 321,4170562,174,2023-1-28,Old,
1322,Tai nghe Xiaomi 322,6202134,14,2023-12-6,Old,
1323,Tai nghe Samsung 323,5664942,252,2023-11-28,Old,
1324,Tai nghe Sony 324,2213089,23,2023-7-21,Old,
1325,Op lung Nokia 325,1207020,301,2023-1-12,Unknown,
1326,Sac du phong Apple 326,5369133,203,2023-2-5,Unknown,
1327,May tinh bang Nokia 327,7199971,311,2023-4-5,New,
1328,Op lung Samsung 328,753456,437,2023-2-22,Old,
1329,Dien thoai Sony 329,942487,25,2023-8-25,Refurbished,
1330,Op lung Samsung 330,3895741,416,2023-8-22,Old,
1331,Tai nghe Xiaomi 331,7575531,124,2023-5-9,Old,
1332,May tinh bang Samsung 332,5339146,62,2023-8-16,Old,
1333,May tinh bang Samsung 333,6101733,295,2023-5-21,Refurbished,
1334,Tai nghe Nokia 334,3569514,225,2023-2-10,Unknown,
1335,Tai nghe Sony 335,2019625,241,2023-12-28,Refurbished,
1336,Op lung Apple 336,7676946,353,2023-8-3,New,
1337,Sac du phong Sony 337,8992763,209,2023-7-22,Old,
1338,Op lung Samsung 338,6539800,163,2023-1-12,Old,
1339,Op lung Xiaomi 339,1419520,16,2023-5-11,Refurbished,
1340,Tai nghe LG 340,119790,483,2023-10-18,Refurbished,
1341,Op lung LG 341,581757,34,2023-3-8,New,
1342,#N/A Error,8178091,214,2023-8-1,New,
1343,Tai nghe Samsung 343,4875441,161,2023-2-27,Unknown,
1344,Tai nghe Oppo 344,4840875,86,2023-6-11,Unknown,
1345,May tinh bang Samsung 345,3350643,54,2023-1-16,New,
1346,Tai nghe Apple 346,4159432,226,2023-9-14,New,
1347,Op lung Samsung 347,2570211,76,2023-5-4,Refurbished,
1348,Tai nghe Nokia 348,2913653,181,2023-10-18,Unknown,
1349,Sac du phong Sony 349,4353579,341,2023-2-12,Refurbished,
1350,Op lung Nokia 350,6285483,334,2023-4-16,Unknown,
1351,Tai nghe LG 351,6307670,453,2023-7-4,Refurbished,
1352,#N/A Error,3761990,6,2023-12-5,Unknown,
1353,May tinh bang Samsung 353,4359051,349,2023-12-9,New,
1354,Tai nghe Apple 354,1018374,304,2023-4-24,New,
1355,Dien thoai LG 355,6163630,328,2023-10-4,New,
1356,Tai nghe Nokia 356,6196513,329,2023-3-18,Unknown,
1356,Tai nghe Samsung 357,4664173,158,2023-9-14,Old,ERR_DUP_ID
1358,Tai nghe Sony 358,8772320,245,2023-12-11,Unknown,
1359,Sac du phong LG 359,8850514,62,2023-4-7,Refurbished,
1360,Sac du phong Oppo 360,6372383,168,2023-3-27,Refurbished,
1361,Op lung LG 361,6472269,454,2023-5-26,New,
1362,,4457706,8,2023-6-17,Old,ERR_NULL
1363,Dien thoai Apple 363,7955189,207,2023-6-13,Old,
1364,May tinh bang Oppo 364,5377102,Out of Stock,2023-7-1,New,ERR_STOCK
1365,#N/A Error,6292305,315,2023-12-11,Refurbished,
1366,Sac du phong Oppo 366,5983971,378,2023-4-2,Unknown,
1367,May tinh bang Xiaomi 367,4849322,290,2023-3-26,Old,
1368,Tai nghe Apple 368,4527065,172,2023-11-8,New,
1369,Dien thoai Apple 369,4040104,295,2023-5-2,Refurbished,
1370,Tai nghe Apple 370,6762590,331,2023-4-25,Refurbished,
1371,Sac du phong Xiaomi 371,654937,458,2023-7-11,Refurbished,
1372,Tai nghe LG 372,4120067,207,2023-1-20,Unknown,
1373,Sac du phong Xiaomi 373,7500893,476,2023-8-7,Unknown,
1374,Dien thoai Nokia 374,4776823,369,2023-10-12,Refurbished,
1375,May tinh bang Apple 375,5677685,104,2023-3-10,New,
1376,Sac du phong Sony 376,5992779,381,2023-8-4,Old,
1377,Dien thoai Sony 377,3149313,493,13/20/2023,New,ERR_DATE
1378,Sac du phong Sony 378,3938900,257,2023-2-15,Refurbished,
1379,Op lung Xiaomi 379,4532572,340,2023-8-3,New,
1380,Op lung Apple 380,2250942,389,2023-7-5,New,
1381,,8654530,64,2023-12-17,Old,ERR_NULL
1382,Dien thoai Nokia 382,5067764,335,2023-2-21,Unknown,
1383,Op lung Apple 383,4784449,359,2023-10-2,Refurbished,
1384,May tinh bang Xiaomi 384,2207976,249,2023-1-2,New,
1385,Sac du phong Sony 385,7201470,277,2023-7-25,Refurbished,
1386,May tinh bang Nokia 386,802620,95,2023-9-8,New,
1387,Tai nghe Apple 387,7161465,165,2023-12-1,Old,
1388,Dien thoai Xiaomi 388,1363635,207,13/20/2023,New,ERR_DATE
1389,Tai nghe Xiaomi 389,3749596,293,2023-3-3,Refurbished,
1390,Op lung Samsung 390,6693349,Out of Stock,2023-3-18,Unknown,ERR_STOCK
1391,Sac du phong Samsung 391,7418316,147,2023-2-22,Refurbished,
1392,Tai nghe Oppo 392,2979696,420,2023-3-7,New,
1393,Sac du phong Apple 393,8397693,353,2023-5-22,Refurbished,
1394,#N/A Error,6147212,410,2023-9-22,Old,
1395,Dien thoai Oppo 395,1557689,374,2023-8-3,Old,
1396,May tinh bang Oppo 396,3555983,198,2023-7-12,Old,
1397,Dien thoai Nokia 397,8073858,197,2023-8-6,Unknown,
1398,Sac du phong Xiaomi 398,2736908,203,2023-5-4,New,
1399,Tai nghe LG 399,2468454,236,2023-9-20,Refurbished,
1400,Tai nghe Xiaomi 400,3334477,177,13/20/2023,New,ERR_DATE
1401,Sac du phong Apple 401,6050641,445,2023-8-13,Refurbished,
1402,May tinh bang Oppo 402,340146,177,2023-9-13,New,
1403,Sac du phong LG 403,4992975,56,2023-8-3,Refurbished,
1404,Sac du phong Nokia 404,2810233,16,2023-4-2,Unknown,
1405,May tinh bang Nokia 405,8012699,443,2023-3-12,New,
1406,May tinh bang Samsung 406,8610556,0,2023-5-9,Old,
1407,Tai nghe Xiaomi 407,6325690,75,2023-7-1,Unknown,
1408,Dien thoai Apple 408,2678927,43,2023-10-18,New,
1409,Sac du phong Nokia 409,7758669,419,2023-11-4,Refurbished,
