id,product_id,color,size,stock,price,note
208,3724,Trang,32,0,950000.00,Loi Stock -> Fix: 0
209,2687,Do,XL,10,420000.00,
210,3831,Den,L,25,20000.00,
211,3068,Trang,30,49,240000.00,
212,648,Xam,30,0,210000.00,Loi Stock -> Fix: 0
213,831,Hong,S,35,490000.00,
214,1497,Trang,XL,31,130000.00,
215,2957,Xanh,31,20,810000.00,
216,4010,Do,32,19,10000.00,
217,4607,Do,256GB,24,850000.00,
218,92,Hong,30,28,360000.00,
219,2775,Den,32,21,850000.00,
220,4172,Xanh,31,35,630000.00,
221,497,Bac,128GB,20,80000.00,
222,2903,Hong,S,7,770000.00,
223,1483,Xam,256GB,34,670000.00,
224,906,Hong,S,0,630000.00,Loi Stock -> Fix: 0
225,934,Hong,31,16,230000.00,
226,3658,Xam,31,13,720000.00,
227,4493,Do,29,21,60000.00,
228,2416,Xanh,31,2,560000.00,
229,144,Xanh,S,31,10000.00,
230,1444,Xam,L,21,760000.00,
231,578,Bac,M,9,880000.00,
232,3903,Bac,29,4,30000.00,
233,4888,Do,128GB,18,220000.00,
234,4579,Do,M,25,650000.00,
235,86,Vang,M,17,200000.00,
236,4494,Vang,31,42,1000000.00,
237,1581,Hong,30,37,130000.00,
238,1345,Do,29,41,710000.00,
239,2482,Trang,31,32,50000.00, | Loi Gia -> Fix
240,1431,Do,M,30,20000.00,
241,2529,Do,29,6,650000.00,
242,2966,Xam,S,30,390000.00,
243,2657,Xanh,128GB,40,120000.00,
244,3803,Do,32,9,430000.00,
245,1054,Do,S,41,440000.00,
246,3846,Do,30,35,400000.00,
247,3885,Do,32,24,610000.00,
248,2684,Vang,L,20,190000.00,
249,3398,Den,29,36,550000.00,
250,4603,Vang,29,44,680000.00,
251,3102,Bac,L,17,790000.00,
252,2439,Den,M,35,50000.00, | Loi Gia -> Fix
253,4803,Vang,29,17,570000.00,
254,1846,Bac,32,11,50000.00,
255,52,Do,29,31,800000.00,
256,4929,Xam,L,49,50000.00, | Loi Gia -> Fix
257,4006,Hong,31,44,780000.00,
258,561,Do,M,46,690000.00,
259,3618,Do,30,2,780000.00,
260,2134,Den,M,9,50000.00, | Loi Gia -> Fix
261,1255,Trang,29,47,480000.00,
262,1406,Trang,L,9,880000.00,
263,416,Trang,M,41,670000.00,
264,2248,Hong,31,40,50000.00, | Loi Gia -> Fix
265,4743,Trang,L,24,930000.00,
266,4540,Hong,XL,27,510000.00,
267,381,Do,31,45,50000.00,
268,3937,Trang,32,37,50000.00, | Loi Gia -> Fix
269,4174,Den,L,37,220000.00,
270,4912,Xanh,XL,16,1000000.00,
271,2105,Xanh,XL,49,50000.00, | Loi Gia -> Fix
272,2860,Den,31,45,690000.00,
273,3420,Den,XL,47,520000.00,
274,57,Den,S,34,980000.00,
275,1302,Den,30,36,650000.00,
276,1111,Xanh,S,28,410000.00,
277,189,Vang,M,34,440000.00,
278,2354,Trang,29,18,810000.00,
279,932,Do,30,32,210000.00,
280,1729,Den,XL,19,430000.00,
281,4607,Xam,32,9,50000.00, | Loi Gia -> Fix
282,2990,Do,31,0,690000.00,Loi Stock -> Fix: 0
283,2262,Vang,128GB,46,390000.00,
284,259,Bac,31,1,560000.00,
285,1232,Do,128GB,33,10000.00,
286,3494,Vang,M,43,630000.00,
287,2521,Bac,S,12,50000.00,
288,3166,Bac,S,19,120000.00,
289,1152,Trang,M,15,600000.00,
290,2092,Hong,XL,0,420000.00,
291,3285,Den,L,19,390000.00,
292,1001,Bac,32,30,850000.00,
293,1355,Trang,31,48,540000.00,
294,2369,Bac,30,33,180000.00,
295,816,Xanh,29,32,450000.00,
296,4079,Do,M,43,580000.00,
297,1006,Do,M,5,920000.00,
298,1512,Xam,30,40,50000.00, | Loi Gia -> Fix
299,3835,Den,S,45,840000.00,
300,254,Vang,30,0,740000.00,Loi Stock -> Fix: 0
301,85,Trang,L,7,870000.00,
302,1500,Xanh,32,15,200000.00,
303,2011,Trang,L,21,920000.00,
304,2802,Do,31,35,610000.00,
305,4247,Den,31,50,590000.00,
306,1889,Bac,128GB,32,50000.00, | Loi Gia -> Fix
307,4533,Xam,S,12,310000.00,
308,118,Trang,128GB,35,630000.00,
309,21,Xam,M,17,340000.00,
310,191,Trang,32,47,700000.00,
311,922,Trang,L,9,590000.00,
312,3866,Do,32,15,870000.00,
313,1480,Xam,30,35,280000.00,
314,3914,Vang,L,30,1000000.00,
315,1351,Xanh,128GB,0,350000.00,Loi Stock -> Fix: 0
316,4784,Do,29,14,610000.00,
317,4741,Hong,256GB,20,720000.00,
318,314,Hong,31,44,150000.00,
319,1155,Hong,XL,33,730000.00,
320,4082,Den,XL,1,820000.00,
321,633,Vang,M,47,50000.00, | Loi Gia -> Fix
322,2099,Trang,M,23,290000.00,
323,1975,Den,M,30,410000.00,
324,639,Bac,S,1,120000.00,
325,4648,Xanh,32,25,690000.00,
326,2040,Xanh,L,3,180000.00,
327,3472,Bac,29,44,230000.00,
328,3431,Bac,256GB,3,450000.00,
329,4929,Trang,30,4,860000.00,
330,4595,Hong,256GB,44,390000.00,
331,3885,Trang,32,30,90000.00,
332,822,Xanh,29,15,560000.00,
333,1891,Xam,31,0,420000.00,Loi Stock -> Fix: 0
334,1637,Hong,128GB,40,330000.00,
335,1606,Den,L,25,270000.00,
336,1302,Do,M,24,180000.00,
337,4686,Trang,31,22,100000.00,
338,1688,Xam,30,35,460000.00,
339,555,Hong,128GB,8,230000.00,
340,4334,Bac,256GB,24,590000.00,
341,1963,Bac,31,15,80000.00,
342,4192,Xam,XL,25,150000.00,
343,4714,Xam,32,24,880000.00,
344,1166,Vang,29,18,110000.00,
345,4507,Trang,31,38,870000.00,
346,364,Trang,29,0,710000.00,Loi Stock -> Fix: 0
347,781,Xanh,XL,34,460000.00,
348,2174,Den,128GB,37,450000.00,
349,3672,Hong,256GB,39,490000.00,
350,4004,Xam,M,19,90000.00,
351,3626,Den,128GB,50,100000.00,
352,2776,Do,S,36,570000.00,
353,182,Den,S,31,400000.00,
354,1194,Bac,L,1,310000.00,
355,884,Vang,L,23,50000.00, | Loi Gia -> Fix
356,4540,Trang,XL,19,100000.00,
357,2891,Bac,256GB,50,480000.00,
358,494,Trang,L,0,880000.00,Loi Stock -> Fix: 0
359,468,Xam,29,32,60000.00,
360,3827,Xanh,256GB,6,120000.00,
361,4630,Do,128GB,25,710000.00,
362,1146,Vang,32,0,610000.00,Loi Stock -> Fix: 0
363,676,Do,S,9,140000.00,
364,4957,Den,32,25,150000.00,
365,4128,Do,30,41,920000.00,
366,3081,Vang,L,48,60000.00,
367,951,Xanh,30,3,10000.00,
368,4939,Hong,32,30,130000.00,
369,4233,Hong,256GB,27,710000.00,
370,2886,Xam,29,50,240000.00,
371,1205,Xanh,30,49,690000.00,
372,4733,Xam,29,44,860000.00,
373,1716,Xanh,29,38,330000.00,
374,947,Vang,L,27,550000.00,
375,232,Den,M,13,870000.00,
376,4758,Vang,M,42,490000.00,
377,849,Hong,128GB,36,240000.00,
378,3083,Vang,XL,8,780000.00,
379,844,Bac,L,40,420000.00,
380,1676,Vang,31,47,480000.00,
381,3191,Xam,S,40,710000.00,
382,1425,Xam,L,27,520000.00,
383,2109,Den,32,7,160000.00,
384,3135,Xam,29,3,50000.00, | Loi Gia -> Fix
385,3666,Trang,L,12,110000.00,
386,2451,Do,31,14,50000.00, | Loi Gia -> Fix
387,3477,Vang,128GB,19,900000.00,
388,2781,Bac,31,46,680000.00,
389,1488,Trang,31,35,700000.00,
390,4931,Bac,32,24,630000.00,
391,1222,Trang,L,1,120000.00,
392,3548,Vang,M,3,280000.00,
393,4369,Hong,29,41,170000.00,
394,2733,Den,S,48,650000.00,
395,431,Xam,S,12,760000.00,
396,3373,Xam,M,10,150000.00,
397,479,Do,32,26,990000.00,
398,4200,Xanh,30,44,840000.00,
399,11,Do,256GB,37,570000.00,
400,263,Xanh,L,15,50000.00, | Loi Gia -> Fix
401,569,Vang,L,9,900000.00,
402,3294,Do,L,31,90000.00,
403,2727,Do,XL,19,410000.00,
404,4027,Trang,30,45,900000.00,
405,3660,Bac,M,44,930000.00,
406,3974,Bac,31,5,330000.00,
407,3374,Hong,M,41,830000.00,
408,2131,Xam,L,38,240000.00,
409,2862,Xam,31,50,680000.00,
410,4062,Do,128GB,3,870000.00,
411,2345,Xanh,32,0,470000.00,Loi Stock -> Fix: 0
412,2523,Hong,L,18,420000.00,
413,465,Bac,M,24,200000.00,
414,775,Do,30,42,420000.00,
415,1975,Do,29,7,730000.00,
416,899,Hong,L,3,520000.00,
417,4585,Do,128GB,32,840000.00,
418,2705,Xam,31,31,920000.00,
419,1134,Xanh,32,24,450000.00,
420,3266,Trang,M,21,30000.00,
421,892,Bac,128GB,35,880000.00,
422,1278,Vang,29,44,440000.00,
423,1998,Vang,XL,42,350000.00,
424,279,Bac,256GB,49,460000.00,
425,1604,Do,S,45,780000.00,
426,2497,Den,30,34,950000.00,
427,3296,Xanh,S,50,600000.00,
428,1670,Bac,XL,48,560000.00,
429,4192,Hong,M,36,170000.00,
430,2442,Vang,M,36,150000.00,
431,4712,Xam,L,13,680000.00,
432,2720,Bac,S,25,370000.00,
433,2158,Xam,S,46,320000.00,
434,868,Do,XL,1,510000.00,
435,3279,Hong,32,45,350000.00,
436,3222,Trang,M,30,270000.00,
437,4184,Bac,S,46,320000.00,
438,363,Do,30,19,840000.00,
439,403,Xam,30,34,410000.00,
440,4695,Den,L,47,320000.00,
441,357,Den,31,17,50000.00, | Loi Gia -> Fix
442,2604,Do,S,30,740000.00,
443,1169,Xam,31,18,940000.00,
444,3262,Den,29,33,580000.00,
445,1212,Hong,M,29,460000.00,
446,1738,Xam,256GB,18,50000.00, | Loi Gia -> Fix
447,1030,Hong,29,41,50000.00, | Loi Gia -> Fix
448,2055,Xanh,30,33,410000.00,
449,2932,Xanh,L,26,950000.00,
450,3139,Hong,M,35,120000.00,
451,3081,Xanh,256GB,9,350000.00,
452,4330,Bac,XL,35,430000.00,
453,4851,Hong,S,47,620000.00,
454,386,Vang,M,49,840000.00,
455,1115,Hong,29,18,220000.00,
456,2424,Xam,M,16,690000.00,
457,1175,Den,L,4,220000.00,
458,1227,Xam,30,2,810000.00,
459,2254,Hong,31,13,60000.00,
460,2422,Vang,32,1,280000.00,
461,1259,Vang,30,13,350000.00,
462,2607,Xanh,M,35,350000.00,
463,3524,Vang,30,34,740000.00,
464,2891,Den,S,1,610000.00,
465,3444,Den,S,12,860000.00,
466,543,Do,32,21,710000.00,
467,745,Den,256GB,47,250000.00,
468,3237,Do,29,28,810000.00,
469,1121,Den,S,19,50000.00, | Loi Gia -> Fix
470,1144,Trang,M,3,380000.00,
471,3792,Bac,256GB,45,560000.00,
472,2868,Den,M,4,480000.00,
473,4037,Xanh,128GB,27,590000.00,
474,4089,Do,128GB,23,900000.00,
475,3689,Xam,S,7,800000.00,
476,659,Den,31,5,550000.00,
477,2014,Do,29,2,870000.00,
478,1950,Bac,30,21,50000.00, | Loi Gia -> Fix
479,1533,Den,L,8,710000.00,
480,4842,Vang,31,46,1000000.00,
481,431,Den,32,27,170000.00,
482,254,Do,M,0,70000.00,Loi Stock -> Fix: 0
483,1227,Bac,256GB,39,50000.00, | Loi Gia -> Fix
484,3698,Hong,128GB,30,370000.00,
485,2648,Hong,31,37,310000.00,
486,4685,Do,L,22,810000.00,
487,4516,Trang,S,13,810000.00,
488,424,Xam,30,5,240000.00,
489,386,Trang,30,37,200000.00,
490,1520,Hong,M,22,690000.00,
491,2351,Den,32,0,680000.00,Loi Stock -> Fix: 0
492,3243,Den,S,6,270000.00,
493,1724,Hong,256GB,23,450000.00,
494,4839,Bac,S,44,50000.00, | Loi Gia -> Fix
495,3216,Xam,31,14,950000.00,
496,1729,Xam,L,8,50000.00, | Loi Gia -> Fix
497,2480,Xam,XL,22,140000.00,
498,640,Xanh,S,2,420000.00,
499,4235,Xam,128GB,32,540000.00,
500,4923,Do,M,0,740000.00,
501,1756,Xanh,256GB,25,40000.00,
502,1882,Bac,128GB,25,550000.00,
503,4187,Xanh,31,36,390000.00,
504,2100,Xanh,S,48,40000.00,
505,4381,Do,128GB,13,60000.00,
506,250,Den,XL,22,520000.00,
507,446,Trang,128GB,39,800000.00,
508,4457,Den,30,29,240000.00,
509,488,Bac,31,5,50000.00, | Loi Gia -> Fix
510,3881,Xanh,L,41,50000.00, | Loi Gia -> Fix
511,607,Den,32,7,740000.00,
512,3658,Xanh,S,38,220000.00,
513,1417,Hong,128GB,21,910000.00,
514,1842,Vang,32,22,270000.00,
515,4728,Trang,256GB,49,800000.00,
516,492,Bac,32,11,780000.00,
517,4101,Trang,L,2,490000.00,
518,1300,Do,30,32,430000.00,
519,3360,Bac,256GB,0,670000.00,
520,4214,Xanh,31,46,780000.00,
521,2114,Bac,256GB,2,180000.00,
522,79,Hong,31,23,490000.00,
523,4480,Do,128GB,6,10000.00,
524,2696,Trang,M,32,340000.00,
525,2066,Do,M,8,50000.00, | Loi Gia -> Fix
526,4351,Xam,30,34,270000.00,
527,2581,Bac,128GB,25,280000.00,
528,3757,Trang,256GB,47,50000.00, | Loi Gia -> Fix
529,3785,Do,32,47,150000.00,
530,2812,Xam,32,39,860000.00,
531,4600,Vang,30,5,900000.00,
532,526,Do,31,0,840000.00,Loi Stock -> Fix: 0
533,229,Xanh,256GB,6,20000.00,
534,2433,Do,S,45,980000.00,
535,404,Xam,XL,18,370000.00,
536,1211,Xanh,L,42,410000.00,
537,1912,Xam,32,18,670000.00,
538,1516,Bac,M,48,530000.00,
539,1558,Xanh,30,2,580000.00,
540,3471,Trang,L,28,970000.00,
541,1516,Hong,256GB,23,320000.00,
542,1134,Do,128GB,48,410000.00,
543,3198,Do,128GB,39,910000.00,
544,366,Xanh,L,17,700000.00,
545,702,Vang,32,1,700000.00,
546,2043,Do,M,0,220000.00,Loi Stock -> Fix: 0
547,3919,Den,XL,11,50000.00, | Loi Gia -> Fix
548,1806,Do,S,9,90000.00,
549,1158,Bac,XL,16,770000.00,
550,3208,Hong,32,10,590000.00,
551,1132,Xanh,L,18,490000.00,
552,1929,Den,31,18,990000.00,
553,2512,Hong,S,4,50000.00, | Loi Gia -> Fix
554,2150,Trang,S,12,480000.00,
555,2620,Trang,XL,3,250000.00,
556,4794,Xanh,29,49,180000.00,
557,4814,Vang,256GB,31,40000.00,
558,562,Xam,30,44,440000.00,
559,4676,Trang,31,26,840000.00,
560,4263,Xanh,32,13,80000.00,
561,3100,Hong,XL,17,270000.00,
562,411,Vang,32,10,860000.00,
563,3044,Hong,128GB,17,640000.00,
564,3416,Xanh,M,45,270000.00,
565,4535,Trang,32,16,610000.00,
566,126,Den,M,19,990000.00,
567,376,Xanh,XL,23,40000.00,
568,3365,Trang,XL,29,250000.00,
569,2305,Hong,32,31,920000.00,
570,4718,Xanh,30,49,450000.00,
571,2370,Hong,29,7,840000.00,
572,84,Bac,S,32,870000.00,
573,2134,Den,L,1,110000.00,
574,1487,Trang,S,1,50000.00, | Loi Gia -> Fix
575,1851,Bac,256GB,45,400000.00,
576,1486,Den,S,32,960000.00,
577,2876,Den,29,9,510000.00,
578,1819,Bac,31,8,20000.00,
579,1918,Bac,256GB,45,830000.00,
580,2353,Do,256GB,23,920000.00,
581,934,Xanh,32,16,700000.00,
582,2171,Hong,30,14,630000.00,
583,3621,Xam,256GB,40,890000.00,
584,2663,Den,31,16,50000.00, | Loi Gia -> Fix
585,655,Trang,M,31,940000.00,
586,494,Den,32,6,770000.00,
587,654,Do,256GB,1,50000.00, | Loi Gia -> Fix
588,861,Xanh,31,31,210000.00,
589,2602,Trang,256GB,23,440000.00,
590,2128,Do,S,13,380000.00,
591,326,Trang,29,49,720000.00,
592,789,Hong,XL,7,650000.00,
593,4050,Den,32,25,820000.00,
594,1096,Hong,30,46,50000.00, | Loi Gia -> Fix
595,2641,Bac,M,14,900000.00,
596,1512,Xanh,29,0,960000.00,Loi Stock -> Fix: 0
597,2684,Vang,L,45,210000.00,
598,300,Xam,32,14,890000.00,
599,763,Xam,L,22,320000.00,
600,3087,Xam,32,5,750000.00,
601,4641,Xanh,S,29,850000.00,
602,711,Xanh,256GB,30,910000.00,
603,1469,Hong,32,11,210000.00,
604,2014,Xanh,29,27,50000.00, | Loi Gia -> Fix
605,983,Xanh,S,33,510000.00,
606,841,Bac,128GB,19,880000.00,
607,4981,Do,L,41,370000.00,
608,1056,Bac,29,12,990000.00,
609,995,Den,128GB,27,860000.00,
610,2807,Xanh,30,47,300000.00,
611,2193,Vang,XL,40,50000.00, | Loi Gia -> Fix
612,4656,Trang,31,42,250000.00,
613,1057,Hong,31,33,820000.00,
614,569,Vang,31,13,710000.00,
615,2446,Do,29,11,130000.00,
616,171,Do,31,25,520000.00,
617,1828,Xanh,L,17,50000.00, | Loi Gia -> Fix
618,1980,Trang,XL,37,50000.00, | Loi Gia -> Fix
619,1616,Xam,256GB,15,200000.00,
620,2287,Den,256GB,14,510000.00,
621,917,Do,30,20,350000.00,
622,962,Hong,XL,2,180000.00,
623,455,Bac,S,14,380000.00,
624,873,Do,30,23,110000.00,
625,4958,Vang,256GB,15,50000.00,
626,4251,Xam,30,11,150000.00,
627,779,Xanh,30,18,630000.00,
628,1005,Do,32,37,110000.00,
629,2489,Trang,M,35,900000.00,
630,1183,Den,29,30,560000.00,
631,378,Do,29,35,710000.00,
632,1885,Xanh,31,0,830000.00,Loi Stock -> Fix: 0
633,2130,Vang,256GB,45,20000.00,
634,179,Xanh,M,7,230000.00,
635,4833,Vang,32,42,70000.00,
636,3927,Bac,31,9,50000.00, | Loi Gia -> Fix
637,1029,Hong,XL,32,760000.00,
638,3463,Trang,S,50,370000.00,
639,1389,Den,128GB,18,270000.00,
640,2959,Den,S,36,480000.00,
641,1034,Den,29,27,510000.00,
642,4264,Bac,31,37,260000.00,
643,452,Do,32,38,910000.00,
644,1161,Xam,32,10,770000.00,
645,2870,Xanh,256GB,50,380000.00,
646,2570,Vang,32,38,410000.00,
647,835,Vang,M,22,610000.00,
648,3941,Xanh,M,0,150000.00,Loi Stock -> Fix: 0
649,425,Vang,M,0,530000.00,Loi Stock -> Fix: 0
650,982,Bac,29,46,580000.00,
651,3156,Bac,S,28,950000.00,
652,657,Bac,31,34,90000.00,
653,4496,Hong,32,26,410000.00,
654,1877,Hong,29,29,820000.00,
655,745,Den,32,0,860000.00,Loi Stock -> Fix: 0
656,3461,Xanh,M,1,220000.00,
657,1877,Xam,31,1,270000.00,
658,4416,Bac,256GB,37,330000.00,
659,3608,Trang,S,0,860000.00,Loi Stock -> Fix: 0
660,3696,Hong,M,12,270000.00,
661,4506,Do,M,0,750000.00,Loi Stock -> Fix: 0
662,3583,Hong,L,8,280000.00,
663,4665,Xanh,S,20,520000.00,
664,629,Vang,30,46,320000.00,
665,1630,Vang,32,12,530000.00,
666,381,Hong,31,12,120000.00,
667,2520,Xanh,31,41,50000.00, | Loi Gia -> Fix
668,139,Do,XL,0,510000.00,Loi Stock -> Fix: 0
669,4595,Den,L,18,670000.00,
670,4392,Xanh,31,11,730000.00,
671,3495,Xanh,128GB,29,50000.00, | Loi Gia -> Fix
