id,order_id,variant_id,quantity,price_at_purchase
126,6207,10987,1,100000.00
127,5086,2016,1,100000.00
128,5984,9602,1,100000.00
129,481,8765,1,100000.00
130,1038,10858,1,100000.00
131,3171,7705,1,100000.00
132,3281,9043,1,100000.00
133,5690,2387,1,100000.00
134,5979,160,1,100000.00
135,1681,6412,1,100000.00
136,313,368,1,100000.00
137,6923,9442,1,100000.00
138,5013,7465,1,100000.00
139,4773,6414,1,100000.00
140,14040,10337,1,100000.00
141,10562,2486,1,100000.00
142,9038,10440,1,100000.00
143,8008,4304,1,100000.00
144,13066,10229,1,100000.00
145,5455,9173,1,100000.00
146,3568,523,1,100000.00
147,3106,9565,1,100000.00
148,10777,4711,1,100000.00
149,8838,5660,1,100000.00
150,1305,361,1,100000.00
151,7447,6520,1,100000.00
152,4940,3453,1,100000.00
153,4090,1286,1,100000.00
154,5383,2661,1,100000.00
155,1933,3201,1,100000.00
156,10836,7044,1,100000.00
157,10099,7046,1,100000.00
158,12557,11050,1,100000.00
159,14964,8494,1,100000.00
160,49,8919,1,100000.00
161,2424,7945,1,100000.00
162,10500,3534,1,100000.00
163,7220,3443,1,100000.00
164,13528,6808,1,100000.00
165,9549,10678,1,100000.00
166,13770,1905,1,100000.00
167,11154,10172,1,100000.00
168,14848,9619,1,100000.00
169,7070,8015,1,100000.00
170,4390,2428,1,100000.00
171,5858,11088,1,100000.00
172,5351,6975,1,100000.00
173,2049,3376,1,100000.00
174,13273,10981,1,100000.00
175,14437,11469,1,100000.00
176,14649,10781,1,100000.00
177,8120,5100,1,100000.00
178,6101,4551,1,100000.00
179,10453,11920,1,100000.00
180,14209,5881,1,100000.00
181,3364,5013,1,100000.00
182,1761,9740,1,100000.00
183,5740,3756,1,100000.00
184,12414,10022,1,100000.00
185,9722,4499,1,100000.00
186,8540,3460,1,100000.00
187,6160,11727,1,100000.00
188,1831,9188,1,100000.00
189,5834,4745,1,100000.00
190,12709,365,1,100000.00
191,12137,546,1,100000.00
192,14719,1371,1,100000.00
193,3914,1492,1,100000.00
194,5441,9259,1,100000.00
195,3561,423,1,100000.00
196,11513,3199,1,100000.00
197,6694,8269,1,100000.00
198,2596,1486,1,100000.00
199,2938,7355,1,100000.00
200,884,4651,1,100000.00
201,7611,6500,1,100000.00
202,13174,7888,1,100000.00
203,3371,11251,1,100000.00
204,1255,4392,1,100000.00
205,9967,5188,1,100000.00
206,4191,6934,1,100000.00
207,4203,512,1,100000.00
208,2261,9413,1,100000.00
209,9547,372,1,100000.00
210,8746,6604,1,100000.00
211,7292,3789,1,100000.00
212,13954,10013,1,100000.00
213,6704,4082,1,100000.00
214,14133,11051,1,100000.00
215,1177,8509,1,100000.00
216,10285,11062,1,100000.00
217,9005,8951,1,100000.00
218,14383,2805,1,100000.00
219,8719,10063,1,100000.00
220,4779,7486,1,100000.00
221,10654,3799,1,100000.00
222,4873,436,1,100000.00
223,13095,9372,1,100000.00
224,10361,7054,1,100000.00
225,9022,1536,1,100000.00
226,525,5696,1,100000.00
227,3218,565,1,100000.00
228,1923,11273,1,100000.00
229,2182,10679,1,100000.00
230,11737,4056,1,100000.00
231,14499,11335,1,100000.00
232,7709,4251,1,100000.00
233,2603,1952,1,100000.00
234,1197,11685,1,100000.00
235,9304,11640,1,100000.00
236,7680,10555,1,100000.00
237,2563,5301,1,100000.00
238,11608,3644,1,100000.00
239,13929,137,1,100000.00
240,13087,3947,1,100000.00
241,5216,5515,1,100000.00
242,2438,6682,1,100000.00
243,8303,9235,1,100000.00
244,10045,2325,1,100000.00
245,10619,10642,1,100000.00
246,1204,8647,1,100000.00
247,3126,4268,1,100000.00
248,11760,10221,1,100000.00
249,12057,3955,1,100000.00
250,9722,6486,1,100000.00
251,9682,2753,1,100000.00
252,12769,7859,1,100000.00
253,6849,10513,1,100000.00
254,5575,5665,1,100000.00
255,9437,4731,1,100000.00
256,13713,4623,1,100000.00
257,9764,2923,1,100000.00
258,648,11342,1,100000.00
259,3423,5596,1,100000.00
260,10093,8437,1,100000.00
261,1283,4406,1,100000.00
262,13794,2830,1,100000.00
263,2324,6112,1,100000.00
264,547,10689,1,100000.00
265,460,2916,1,100000.00
266,1203,9530,1,100000.00
267,4258,2687,1,100000.00
268,8370,3385,1,100000.00
269,2845,4993,1,100000.00
270,1284,5271,1,100000.00
271,12135,647,1,100000.00
272,6869,1584,1,100000.00
273,11663,7026,1,100000.00
274,857,1553,1,100000.00
275,1030,2403,1,100000.00
276,1912,1182,1,100000.00
277,13683,9782,1,100000.00
278,7358,8480,1,100000.00
279,627,8824,1,100000.00
280,10601,2890,1,100000.00
281,5272,3207,1,100000.00
282,1091,9127,1,100000.00
283,138,6245,1,100000.00
284,6176,770,1,100000.00
285,14163,2135,1,100000.00
286,13929,1586,1,100000.00
287,1467,10304,1,100000.00
288,9407,10623,1,100000.00
289,10868,533,1,100000.00
290,2811,9333,1,100000.00
291,3656,9117,1,100000.00
292,6361,580,1,100000.00
293,10007,3815,1,100000.00
294,10797,4689,1,100000.00
295,12301,8840,1,100000.00
296,12046,1469,1,100000.00
297,3216,2383,1,100000.00
298,10680,3920,1,100000.00
299,7687,9863,1,100000.00
300,6086,7170,1,100000.00
301,2645,10697,1,100000.00
302,8291,8198,1,100000.00
303,7341,2458,1,100000.00
304,3841,1043,1,100000.00
305,5352,10664,1,100000.00
306,867,6192,1,100000.00
307,2378,10973,1,100000.00
308,3325,2459,1,100000.00
309,2266,1246,1,100000.00
310,3795,8630,1,100000.00
311,1872,8195,1,100000.00
312,1175,5582,1,100000.00
313,7913,11602,1,100000.00
314,8396,6378,1,100000.00
315,14653,4570,1,100000.00
316,2560,2220,1,100000.00
317,8498,5961,1,100000.00
318,1934,2983,1,100000.00
319,9457,8426,1,100000.00
320,12817,11038,1,100000.00
321,11934,10911,1,100000.00
322,7421,7572,1,100000.00
323,12598,7447,1,100000.00
324,8750,6166,1,100000.00
325,13289,5421,1,100000.00
326,9884,1505,1,100000.00
327,6950,6077,1,100000.00
328,7791,10801,1,100000.00
329,12350,9058,1,100000.00
330,12,5959,1,100000.00
331,7584,1585,1,100000.00
332,6194,6006,1,100000.00
333,10020,8844,1,100000.00
334,10886,7594,1,100000.00
335,1675,3300,1,100000.00
336,8842,565,1,100000.00
337,2459,4014,1,100000.00
338,11164,7191,1,100000.00
339,5609,9344,1,100000.00
340,4458,1258,1,100000.00
341,3767,11817,1,100000.00
342,3308,8968,1,100000.00
343,10949,42,1,100000.00
344,7258,5977,1,100000.00
345,6515,6613,1,100000.00
346,10812,9660,1,100000.00
347,469,2880,1,100000.00
348,6937,5873,1,100000.00
349,591,10886,1,100000.00
350,5974,5601,1,100000.00
351,7712,2331,1,100000.00
352,4640,10443,1,100000.00
353,14027,11753,1,100000.00
354,1453,6476,1,100000.00
355,3823,331,1,100000.00
356,12797,6186,1,100000.00
357,10985,2598,1,100000.00
358,11230,3325,1,100000.00
359,2624,10143,1,100000.00
360,6908,7867,1,100000.00
361,4870,3901,1,100000.00
362,6136,222,1,100000.00
363,1070,3676,1,100000.00
364,13751,3444,1,100000.00
365,2840,8235,1,100000.00
366,9348,6882,1,100000.00
367,8098,4899,1,100000.00
368,4184,10581,1,100000.00
369,14697,6660,1,100000.00
370,11836,4840,1,100000.00
371,12317,1453,1,100000.00
372,9601,4907,1,100000.00
373,8474,5784,1,100000.00
374,13671,8566,1,100000.00
375,90,6128,1,100000.00
376,8914,11530,1,100000.00
377,12904,5871,1,100000.00
378,1307,1728,1,100000.00
379,1784,249,1,100000.00
380,7683,6576,1,100000.00
381,9243,2575,1,100000.00
382,6650,7136,1,100000.00
383,9950,11408,1,100000.00
384,9749,7847,1,100000.00
385,2713,5362,1,100000.00
386,14413,3869,1,100000.00
387,9045,4441,1,100000.00
388,11468,7489,1,100000.00
389,10183,3570,1,100000.00
390,2435,2118,1,100000.00
391,8969,1199,1,100000.00
392,4407,6011,1,100000.00
393,10968,11808,1,100000.00
394,8866,2870,1,100000.00
395,488,3209,1,100000.00
396,7030,10588,1,100000.00
397,11667,9413,1,100000.00
398,8028,8239,1,100000.00
399,4352,7063,1,100000.00
400,12483,7893,1,100000.00
401,7680,2921,1,100000.00
402,652,6593,1,100000.00
403,14893,4484,1,100000.00
404,105,10752,1,100000.00
405,10979,11146,1,100000.00
406,11950,8482,1,100000.00
407,5000,1555,1,100000.00
408,8528,5346,1,100000.00
409,9880,8482,1,100000.00
410,13017,5236,1,100000.00
411,11312,1027,1,100000.00
412,13094,4554,1,100000.00
413,6404,4003,1,100000.00
414,13040,10660,1,100000.00
415,8309,7276,1,100000.00
416,8998,498,1,100000.00
417,5130,1020,1,100000.00
418,14668,4902,1,100000.00
419,4279,1665,1,100000.00
420,9517,9499,1,100000.00
421,10723,5715,1,100000.00
422,6803,188,1,100000.00
423,2547,2125,1,100000.00
424,11311,8946,1,100000.00
425,14220,5737,1,100000.00
426,12732,7982,1,100000.00
427,414,7736,1,100000.00
428,11550,5679,1,100000.00
429,10163,5563,1,100000.00
430,11960,3185,1,100000.00
431,5255,7490,1,100000.00
432,9051,1107,1,100000.00
433,13986,8094,1,100000.00
434,14034,2274,1,100000.00
435,12081,6212,1,100000.00
436,5266,1319,1,100000.00
437,10210,608,1,100000.00
438,2007,4041,1,100000.00
439,14870,4339,1,100000.00
440,10450,10849,1,100000.00
441,14705,7019,1,100000.00
442,7887,10937,1,100000.00
443,13556,5118,1,100000.00
444,5466,11807,1,100000.00
445,2644,9155,1,100000.00
446,9769,7308,1,100000.00
447,12843,9805,1,100000.00
448,10317,5067,1,100000.00
449,13901,260,1,100000.00
450,10754,9128,1,100000.00
451,13149,8194,1,100000.00
452,8462,11959,1,100000.00
453,4741,7719,1,100000.00
454,10494,2686,1,100000.00
455,8525,1017,1,100000.00
456,8412,6816,1,100000.00
457,10530,6811,1,100000.00
458,10125,2791,1,100000.00
459,7744,2953,1,100000.00
460,13951,2125,1,100000.00
461,7498,3949,1,100000.00
462,11543,3847,1,100000.00
463,7118,1665,1,100000.00
464,6960,4047,1,100000.00
465,13878,9826,1,100000.00
466,5176,2188,1,100000.00
467,14217,2190,1,100000.00
468,2636,640,1,100000.00
469,4968,314,1,100000.00
470,6988,4750,1,100000.00
471,2235,241,1,100000.00
472,210,7590,1,100000.00
473,11212,7373,1,100000.00
474,12979,3374,1,100000.00
475,9132,3275,1,100000.00
476,5016,3534,1,100000.00
477,14466,2223,1,100000.00
478,4038,6712,1,100000.00
479,6946,7123,1,100000.00
480,7465,5875,1,100000.00
481,6970,8717,1,100000.00
482,13719,1539,1,100000.00
483,8399,1468,1,100000.00
484,6825,3350,1,100000.00
485,2254,2062,1,100000.00
486,12221,5261,1,100000.00
487,13414,10002,1,100000.00
488,12694,10469,1,100000.00
489,4339,6612,1,100000.00
490,14957,6305,1,100000.00
491,10118,6107,1,100000.00
492,11497,11094,1,100000.00
493,6527,11099,1,100000.00
494,6513,6546,1,100000.00
495,917,503,1,100000.00
496,9499,10666,1,100000.00
497,8300,3127,1,100000.00
498,9541,3679,1,100000.00
499,12901,7969,1,100000.00
500,8304,2892,1,100000.00
501,14427,11959,1,100000.00
502,7708,9103,1,100000.00
503,225,749,1,100000.00
504,8686,2097,1,100000.00
505,11874,11622,1,100000.00
506,10535,1140,1,100000.00
507,5816,7434,1,100000.00
508,9302,248,1,100000.00
509,1190,6182,1,100000.00
510,5862,2570,1,100000.00
511,10841,8064,1,100000.00
512,8226,4489,1,100000.00
513,9697,4276,1,100000.00
514,6604,6870,1,100000.00
515,3909,9552,1,100000.00
516,989,8695,1,100000.00
517,10228,4649,1,100000.00
518,6686,4040,1,100000.00
519,9000,5912,1,100000.00
520,2501,4992,1,100000.00
521,1557,2517,1,100000.00
522,3580,3547,1,100000.00
523,7424,5838,1,100000.00
524,11012,7721,1,100000.00
525,4778,11364,1,100000.00
526,159,2066,1,100000.00
527,3540,1826,1,100000.00
528,10170,11332,1,100000.00
529,5484,9210,1,100000.00
530,7097,827,1,100000.00
531,1581,4702,1,100000.00
532,4564,10539,1,100000.00
533,3613,7704,1,100000.00
534,11551,6317,1,100000.00
535,3423,10791,1,100000.00
536,6792,8100,1,100000.00
537,8081,5942,1,100000.00
538,161,6507,1,100000.00
539,505,3835,1,100000.00
540,862,2780,1,100000.00
541,11392,2985,1,100000.00
542,7336,9599,1,100000.00
543,8416,4690,1,100000.00
544,5528,590,1,100000.00
545,4218,1340,1,100000.00
546,12663,2114,1,100000.00
547,10736,7550,1,100000.00
548,10498,10043,1,100000.00
549,11753,4056,1,100000.00
550,12051,48,1,100000.00
551,9195,4461,1,100000.00
552,8490,3921,1,100000.00
553,13546,9470,1,100000.00
554,139,3414,1,100000.00
555,1918,11523,1,100000.00
556,6024,9639,1,100000.00
557,3107,5576,1,100000.00
558,4575,6470,1,100000.00
559,7779,67,1,100000.00
560,4271,8156,1,100000.00
561,1302,9390,1,100000.00
562,2756,5183,1,100000.00
563,2585,6949,1,100000.00
564,14322,6557,1,100000.00
565,5724,2813,1,100000.00
566,13093,5319,1,100000.00
567,2758,8894,1,100000.00
568,11471,4957,1,100000.00
569,9987,11071,1,100000.00
570,14363,3154,1,100000.00
571,10325,3293,1,100000.00
572,13863,8572,1,100000.00
573,13368,9495,1,100000.00
574,4702,9530,1,100000.00
575,3487,6569,1,100000.00
576,13403,11746,1,100000.00
577,12013,2563,1,100000.00
578,1674,1350,1,100000.00
579,3654,1510,1,100000.00
580,8856,3970,1,100000.00
581,8820,11098,1,100000.00
582,2899,5477,1,100000.00
583,5381,8847,1,100000.00
584,11971,8954,1,100000.00
585,8761,4782,1,100000.00
586,2144,5202,1,100000.00
587,12089,7066,1,100000.00
588,3062,655,1,100000.00
589,3507,7785,1,100000.00
590,6835,6607,1,100000.00
591,10402,985,1,100000.00
592,3009,2163,1,100000.00
593,14050,5041,1,100000.00
594,3670,11883,1,100000.00
595,14122,1749,1,100000.00
596,10048,8993,1,100000.00
597,6322,7333,1,100000.00
598,14823,5950,1,100000.00
599,11836,3667,1,100000.00
600,2611,6300,1,100000.00
601,12663,4735,1,100000.00
602,3908,7626,1,100000.00
603,10478,11088,1,100000.00
604,5857,11093,1,100000.00
605,12455,2801,1,100000.00
606,4968,9049,1,100000.00
607,11567,10182,1,100000.00
608,2099,9988,1,100000.00
609,4146,8234,1,100000.00
610,6332,8675,1,100000.00
611,11321,1607,1,100000.00
612,5647,10124,1,100000.00
613,8725,2608,1,100000.00
614,3174,5574,1,100000.00
615,11319,6462,1,100000.00
616,4986,7513,1,100000.00
617,11130,6437,1,100000.00
618,9004,10414,1,100000.00
619,14600,8179,1,100000.00
620,1436,2050,1,100000.00
621,14584,7493,1,100000.00
622,10937,6637,1,100000.00
623,5729,1541,1,100000.00
624,7311,3145,1,100000.00
625,5145,6371,1,100000.00
626,12847,3969,1,100000.00
627,11711,10255,1,100000.00
628,10952,311,1,100000.00
629,10590,10321,1,100000.00
630,5939,10482,1,100000.00
631,6898,9893,1,100000.00
632,6812,2051,1,100000.00
633,2765,11478,1,100000.00
634,4236,1234,1,100000.00
635,818,10710,1,100000.00
636,2612,11722,1,100000.00
637,7499,5495,1,100000.00
638,11964,797,1,100000.00
639,14302,2665,1,100000.00
640,6401,7413,1,100000.00
641,12954,10192,1,100000.00
642,10380,2617,1,100000.00
643,4639,4577,1,100000.00
644,11047,2200,1,100000.00
645,3676,10362,1,100000.00
646,7324,5332,1,100000.00
647,5442,6619,1,100000.00
648,7230,750,1,100000.00
649,6357,10661,1,100000.00
650,12536,9931,1,100000.00
651,14442,11757,1,100000.00
652,5956,2080,1,100000.00
653,1196,5052,1,100000.00
654,11747,4063,1,100000.00
655,2417,8326,1,100000.00
656,3771,9949,1,100000.00
657,9914,2918,1,100000.00
658,5032,7615,1,100000.00
659,12543,7922,1,100000.00
660,12409,3649,1,100000.00
661,14344,9344,1,100000.00
662,5843,1346,1,100000.00
663,4849,2133,1,100000.00
664,2475,8527,1,100000.00
665,5165,8677,1,100000.00
666,3188,395,1,100000.00
667,9171,973,1,100000.00
668,744,632,1,100000.00
669,14470,1640,1,100000.00
670,14795,4197,1,100000.00
671,6310,7633,1,100000.00
672,14323,2452,1,100000.00
673,13164,8438,1,100000.00
674,12780,3239,1,100000.00
675,2802,10134,1,100000.00
676,585,7718,1,100000.00
677,3073,439,1,100000.00
678,7765,9903,1,100000.00
679,2044,7078,1,100000.00
680,1191,7642,1,100000.00
681,2530,6508,1,100000.00
682,3259,1992,1,100000.00
683,5593,9577,1,100000.00
684,12180,11912,1,100000.00
685,10806,7599,1,100000.00
686,14712,7493,1,100000.00
687,5209,2430,1,100000.00
688,1629,2512,1,100000.00
689,10116,4375,1,100000.00
690,3087,6981,1,100000.00
691,1036,6080,1,100000.00
692,13067,2108,1,100000.00
693,1769,10067,1,100000.00
694,5165,5423,1,100000.00
695,9216,2883,1,100000.00
696,390,3939,1,100000.00
697,2791,652,1,100000.00
698,11402,4245,1,100000.00
699,6496,9237,1,100000.00
700,13021,10146,1,100000.00
701,11103,5637,1,100000.00
702,13958,9682,1,100000.00
703,10493,2271,1,100000.00
704,9963,7779,1,100000.00
705,2703,8412,1,100000.00
706,2124,974,1,100000.00
707,13889,7108,1,100000.00
708,11476,7415,1,100000.00
709,1828,4680,1,100000.00
710,5145,6870,1,100000.00
711,5407,1599,1,100000.00
712,14013,349,1,100000.00
713,14601,2202,1,100000.00
714,11381,6726,1,100000.00
715,7988,3494,1,100000.00
716,6774,10843,1,100000.00
717,14941,8158,1,100000.00
718,8384,6849,1,100000.00
719,4360,11339,1,100000.00
720,6483,321,1,100000.00
721,1025,5977,1,100000.00
722,1646,4916,1,100000.00
723,10829,1590,1,100000.00
724,7990,10251,1,100000.00
725,9599,5802,1,100000.00
726,12435,5945,1,100000.00
727,1358,9166,1,100000.00
728,1063,9021,1,100000.00
729,5492,10634,1,100000.00
730,1871,207,1,100000.00
731,14321,1295,1,100000.00
732,8764,6502,1,100000.00
733,6926,9070,1,100000.00
734,14723,11236,1,100000.00
735,3461,2515,1,100000.00
736,904,3807,1,100000.00
737,2941,9185,1,100000.00
738,13570,6605,1,100000.00
739,11916,9803,1,100000.00
740,14743,7659,1,100000.00
741,2581,4813,1,100000.00
742,8984,11786,1,100000.00
743,7402,1349,1,100000.00
744,2696,599,1,100000.00
745,12763,8497,1,100000.00
746,2622,9477,1,100000.00
747,7171,1317,1,100000.00
748,14713,8408,1,100000.00
749,4675,11401,1,100000.00
750,4611,6833,1,100000.00
751,14752,5165,1,100000.00
752,10862,625,1,100000.00
753,2656,906,1,100000.00
754,7484,4684,1,100000.00
755,2698,2839,1,100000.00
756,14347,1324,1,100000.00
757,14387,4100,1,100000.00
758,2876,2367,1,100000.00
759,13661,2519,1,100000.00
760,14420,3646,1,100000.00
761,5346,6464,1,100000.00
762,9996,3898,1,100000.00
763,1734,11579,1,100000.00
764,2731,9381,1,100000.00
765,10139,5282,1,100000.00
766,3324,7258,1,100000.00
767,9557,9964,1,100000.00
768,8298,9131,1,100000.00
769,13485,8326,1,100000.00
770,12383,10629,1,100000.00
771,13316,909,1,100000.00
772,11900,3906,1,100000.00
773,10845,10789,1,100000.00
774,7875,6858,1,100000.00
775,6549,280,1,100000.00
776,9544,7815,1,100000.00
777,10510,942,1,100000.00
778,14134,3748,1,100000.00
779,5926,1830,1,100000.00
780,9982,8128,1,100000.00
781,255,9391,1,100000.00
782,7881,5429,1,100000.00
783,14840,1189,1,100000.00
784,5703,6720,1,100000.00
785,7729,8331,1,100000.00
786,9584,3437,1,100000.00
787,5140,10977,1,100000.00
788,1376,6464,1,100000.00
789,10806,1538,1,100000.00
790,8656,9633,1,100000.00
791,12564,10589,1,100000.00
792,1255,3045,1,100000.00
793,12891,7438,1,100000.00
794,13480,6646,1,100000.00
795,10992,7705,1,100000.00
796,13700,11391,1,100000.00
797,9054,4162,1,100000.00
798,5272,1525,1,100000.00
799,5805,9355,1,100000.00
800,13801,3141,1,100000.00
801,3431,4747,1,100000.00
802,7156,2358,1,100000.00
803,5271,11079,1,100000.00
804,7130,9883,1,100000.00
805,4987,10384,1,100000.00
806,8424,6776,1,100000.00
807,4744,2010,1,100000.00
808,14189,5677,1,100000.00
809,3492,4724,1,100000.00
810,7277,4,1,100000.00
811,7510,10248,1,100000.00
812,13251,3091,1,100000.00
813,10170,10000,1,100000.00
814,13691,7791,1,100000.00
815,10296,2259,1,100000.00
816,4092,7981,1,100000.00
817,8780,10811,1,100000.00
818,5933,4822,1,100000.00
819,1809,3380,1,100000.00
820,7495,806,1,100000.00
821,7087,4836,1,100000.00
822,2751,5985,1,100000.00
823,7227,5761,1,100000.00
824,2871,3539,1,100000.00
825,10477,3475,1,100000.00
826,5562,11330,1,100000.00
827,14981,4968,1,100000.00
828,11118,10931,1,100000.00
829,1615,1133,1,100000.00
830,7015,9173,1,100000.00
831,8174,3536,1,100000.00
832,6477,3341,1,100000.00
833,6100,11855,1,100000.00
834,5703,7807,1,100000.00
835,13206,6620,1,100000.00
836,2145,6391,1,100000.00
837,2662,6064,1,100000.00
838,8097,2161,1,100000.00
839,5843,3016,1,100000.00
840,456,5835,1,100000.00
841,3044,2401,1,100000.00
842,3883,3140,1,100000.00
843,4105,4012,1,100000.00
844,10345,7281,1,100000.00
845,14490,8238,1,100000.00
846,2415,11260,1,100000.00
847,6137,9750,1,100000.00
848,6335,1977,1,100000.00
849,7538,507,1,100000.00
850,3920,5927,1,100000.00
851,7171,5426,1,100000.00
852,6550,8511,1,100000.00
853,5558,9353,1,100000.00
854,2778,11101,1,100000.00
855,6683,8579,1,100000.00
856,2588,4232,1,100000.00
857,13562,7792,1,100000.00
858,924,10783,1,100000.00
859,2767,8712,1,100000.00
860,9561,7041,1,100000.00
861,14606,11525,1,100000.00
862,673,6297,1,100000.00
863,14286,5114,1,100000.00
864,10207,4389,1,100000.00
865,13050,6227,1,100000.00
866,10930,7329,1,100000.00
867,4058,11242,1,100000.00
868,7897,10197,1,100000.00
869,4512,5699,1,100000.00
870,5037,8280,1,100000.00
871,7454,2757,1,100000.00
872,8319,10527,1,100000.00
873,8214,1622,1,100000.00
874,13153,3813,1,100000.00
875,1881,657,1,100000.00
876,14449,6873,1,100000.00
877,6168,9542,1,100000.00
878,7743,2847,1,100000.00
879,3129,3791,1,100000.00
880,3759,5380,1,100000.00
881,4265,3243,1,100000.00
882,5850,4418,1,100000.00
883,6168,6713,1,100000.00
884,2695,7051,1,100000.00
885,1795,4498,1,100000.00
886,5327,565,1,100000.00
887,2490,3138,1,100000.00
888,326,7619,1,100000.00
889,14537,6245,1,100000.00
890,6557,4396,1,100000.00
891,14412,187,1,100000.00
892,8157,3499,1,100000.00
893,8236,9735,1,100000.00
894,13334,11650,1,100000.00
895,2862,6666,1,100000.00
896,7413,4395,1,100000.00
897,9699,4822,1,100000.00
898,1788,1212,1,100000.00
899,12882,626,1,100000.00
900,14907,5014,1,100000.00
901,12416,5962,1,100000.00
902,2860,1259,1,100000.00
903,2162,3983,1,100000.00
904,11244,1769,1,100000.00
905,3826,7282,1,100000.00
906,4334,9383,1,100000.00
907,3973,8600,1,100000.00
908,9097,10795,1,100000.00
909,11613,5179,1,100000.00
910,10482,7958,1,100000.00
911,13506,510,1,100000.00
912,6956,9197,1,100000.00
913,6259,1354,1,100000.00
914,14819,3653,1,100000.00
915,11698,4073,1,100000.00
916,4817,2057,1,100000.00
917,12798,6398,1,100000.00
918,9328,4651,1,100000.00
919,6898,11391,1,100000.00
920,4174,10757,1,100000.00
921,8546,3473,1,100000.00
922,11790,6346,1,100000.00
923,8758,8607,1,100000.00
924,6330,10191,1,100000.00
925,9335,2614,1,100000.00
926,3206,7119,1,100000.00
927,3663,1503,1,100000.00
928,3705,6623,1,100000.00
929,9805,11001,1,100000.00
930,9613,7951,1,100000.00
931,4301,6003,1,100000.00
932,12205,4569,1,100000.00
933,12183,2628,1,100000.00
934,3526,9322,1,100000.00
935,4790,4327,1,100000.00
936,3614,8618,1,100000.00
937,12976,822,1,100000.00
938,7609,5066,1,100000.00
